Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RV,Dimension SV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVPH22V315S,22222 ,3 15/16 in,4.94 in / 125.5 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,QVPH22V315SB/QVPH22V315SC/QVPH22V315SEB/QVPH22V315SEC/QVPH22V315SEM/QVPH22V315SEN/QVPH22V315SEO/QVPH22V315SET/QVPH22V315SETHT/QVPH22V315SETNG/QVPH22V315SM/QVPH22V315SN/QVPH22V315SO/QVPH22V315ST/QVPH22V315STHT/QVPH22V315STNG,Single V-Lock,Four-Bolt Pillow Block,0883450053709/0883450053716/0883450206723/0883450206877/0883450219150/0883450219303/0883450231572/0883450231725/0883450240314/0883450240468/0883450245272/0883450245425/0883450494724/0883450499811/0883450955980/0883450955997,4.94 in/125.5 mm,9.38 in/238.3 mm,5.5 in/139.7 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16 in/406.4 mm,4.75 in/120.7 mm,1.77 in/45 mm,0.75 in/20 mm,4.94 in/125.5 mm,0.39 in/9.9 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPK22V315S,22222 ,3 15/16 in,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,QVPK22V315SB/QVPK22V315SC/QVPK22V315SEB/QVPK22V315SEC/QVPK22V315SEM/QVPK22V315SEN/QVPK22V315SEO/QVPK22V315SET/QVPK22V315SM/QVPK22V315SN/QVPK22V315SO/QVPK22V315ST,Single V-Lock,Four-Bolt Pillow Block,0883450055161/0883450055260/0883450207102/0883450207256/0883450219532/0883450219686/0883450231954/0883450232104/0883450240697/0883450240840/0883450245654/0883450245807,5-3/4 in/146.1 mm,10.78 in/273.8 mm,5.5 in/139.7 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,18.5 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,5.45 in/138.4 mm,0.19 in/4.8 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPX22V315S,22222 ,3 15/16 in,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,QVPX22V315SB/QVPX22V315SC/QVPX22V315SEB/QVPX22V315SEC/QVPX22V315SEM/QVPX22V315SEN/QVPX22V315SEO/QVPX22V315SET/QVPX22V315SM/QVPX22V315SN/QVPX22V315SO/QVPX22V315ST,Single V-Lock,Four-Bolt Pillow Block,,5 in/127 mm,9.44 in/239.8 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.32 in/135.1 mm,0.25 in/6.4 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPF22V315S,22222 ,3 15/16 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,QVPF22V315SB/QVPF22V315SC/QVPF22V315SEB/QVPF22V315SEC/QVPF22V315SEM/QVPF22V315SEN/QVPF22V315SEO/QVPF22V315SET/QVPF22V315SM/QVPF22V315SN/QVPF22V315SO/QVPF22V315ST,Single V-Lock,Four-Bolt Pillow Block,883450050296/883450050326/883450112635/883450112673/883450173728/883450203739/883450204118/883450216159/883450216531/883450228572/883450228954/883450296762,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.7 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,4.72 in/119.9 mm,0.49 in/12.45 mm,4.06 in/103.1 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPG22V400S,22222 ,4 in,4.92 in / 125 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,QVPG22V400SB/QVPG22V400SC/QVPG22V400SEB/QVPG22V400SEC/QVPG22V400SEM/QVPG22V400SEN/QVPG22V400SEO/QVPG22V400SET/QVPG22V400SM/QVPG22V400SN/QVPG22V400SO/QVPG22V400ST,Single V-Lock,Four-Bolt Pillow Block,0883450051491/0883450206433/0883450206587/0883450218863/0883450219013/0883450231282/0883450231435/0883450240024/0883450240178/0883450244985/0883450245135/0883450296946,4.92 in/125 mm,9.38 in/238.3 mm,5.5 in/139.7 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.75 in/44.5 mm,0.75 in/20 mm,4.94 in/125.5 mm,0.39 in/9.9 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPH22V400S,22222 ,4 in,4.94 in / 125.5 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,QVPH22V400SB/QVPH22V400SC/QVPH22V400SEB/QVPH22V400SEC/QVPH22V400SEM/QVPH22V400SEN/QVPH22V400SEO/QVPH22V400SET/QVPH22V400SM/QVPH22V400SN/QVPH22V400SO/QVPH22V400ST,Single V-Lock,Four-Bolt Pillow Block,0883450053730/0883450053747/0883450206730/0883450206884/0883450219167/0883450219310/0883450231589/0883450231732/0883450240321/0883450240475/0883450245289/0883450245432,4.94 in/125.5 mm,9.38 in/238.3 mm,5.5 in/139.7 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16 in/406.4 mm,4.75 in/120.7 mm,1.77 in/45 mm,0.75 in/20 mm,4.94 in/125.5 mm,0.39 in/9.9 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPK22V400S,22222 ,4 in,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,QVPK22V400SB/QVPK22V400SC/QVPK22V400SEB/QVPK22V400SEC/QVPK22V400SEM/QVPK22V400SEN/QVPK22V400SEO/QVPK22V400SET/QVPK22V400SM/QVPK22V400SN/QVPK22V400SO/QVPK22V400ST,Single V-Lock,Four-Bolt Pillow Block,0883450055369/0883450055512/0883450207119/0883450207263/0883450219549/0883450219693/0883450231961/0883450232111/0883450240703/0883450240857/0883450245661/0883450245814,5-3/4 in/146.1 mm,10.78 in/273.8 mm,5.5 in/139.7 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,18.5 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,5.45 in/138.4 mm,0.19 in/4.8 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPX22V400S,22222 ,4 in,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,QVPX22V400SB/QVPX22V400SC/QVPX22V400SEB/QVPX22V400SEC/QVPX22V400SEM/QVPX22V400SEN/QVPX22V400SEO/QVPX22V400SET/QVPX22V400SM/QVPX22V400SN/QVPX22V400SO/QVPX22V400ST,Single V-Lock,Four-Bolt Pillow Block,,5 in/127 mm,9.44 in/239.8 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.32 in/135.1 mm,0.25 in/6.4 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPF22V400S,22222 ,4 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,QVPF22V400SB/QVPF22V400SC/QVPF22V400SEB/QVPF22V400SEC/QVPF22V400SEM/QVPF22V400SEN/QVPF22V400SEO/QVPF22V400SET/QVPF22V400SM/QVPF22V400SN/QVPF22V400SO/QVPF22V400ST,Single V-Lock,Four-Bolt Pillow Block,883450050395/883450050425/883450112697/883450112734/883450173735/883450203746/883450204125/883450216166/883450216548/883450228589/883450228961/883450296779,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.7 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,4.72 in/119.9 mm,0.49 in/12.45 mm,4.06 in/103.1 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPF26V407S,22226 ,4 7/16 in,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,QVPF26V407SB/QVPF26V407SC/QVPF26V407SEB/QVPF26V407SEC/QVPF26V407SEM/QVPF26V407SEN/QVPF26V407SEO/QVPF26V407SET/QVPF26V407SM/QVPF26V407SN/QVPF26V407SO/QVPF26V407ST,Single V-Lock,Four-Bolt Pillow Block,0883450050593/0883450278652/0883450278690/0883450278737/0883450278775/0883450278812/0883450285131/0883450286831/0883450288354/0883450289870/0883450291392/0883450296809,4.75 in/120.7 mm,9.87 in/250.7 mm,6.88 in/174.8 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,5.89 in/149.6 mm,0.05 in/1.3 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPG26V407S,22226 ,4 7/16 in,5.91 in / 150 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,QVPG26V407SB/QVPG26V407SC/QVPG26V407SEB/QVPG26V407SEC/QVPG26V407SEM/QVPG26V407SEN/QVPG26V407SEO/QVPG26V407SET/QVPG26V407SM/QVPG26V407SN/QVPG26V407SO/QVPG26V407ST,Single V-Lock,Four-Bolt Pillow Block,0883450051842/0883450206457/0883450206600/0883450218887/0883450219037/0883450231305/0883450231459/0883450240048/0883450240192/0883450245005/0883450245159/0883450296977,5.91 in/150 mm,11.09 in/281.7 mm,6.88 in/174.8 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,3.19 in/81 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,6.03 in/153.2 mm,0.22 in/5.6 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPH26V407S,22226 ,4 7/16 in,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,QVPH26V407SB/QVPH26V407SC/QVPH26V407SEB/QVPH26V407SEC/QVPH26V407SEM/QVPH26V407SEMNP/QVPH26V407SEN/QVPH26V407SEO/QVPH26V407SET/QVPH26V407SM/QVPH26V407SMNP/QVPH26V407SN/QVPH26V407SO/QVPH26V407ST,Single V-Lock,Four-Bolt Pillow Block,0883450053983/0883450053990/0883450206754/0883450206907/0883450219181/0883450219334/0883450231602/0883450231756/0883450240345/0883450240499/0883450245302/0883450245456/0883450433754/0883450956093,6 in/152.4 mm,11.18 in/284 mm,6.88 in/174.8 mm,14.25 in/362 mm,15.75 in/400.1 mm,3.25 in/82.6 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,0.875 in/24 mm,6.03 in/153.2 mm,0.22 in/5.6 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPK26V407S,22226 ,4 7/16 in,6.13 in / 155.7 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,QVPK26V407SB/QVPK26V407SC/QVPK26V407SEB/QVPK26V407SEC/QVPK26V407SEM/QVPK26V407SEN/QVPK26V407SEO/QVPK26V407SET/QVPK26V407SM/QVPK26V407SN/QVPK26V407SO/QVPK26V407ST,Single V-Lock,Four-Bolt Pillow Block,0883450056465/0883450056564/0883450207287/0883450219716/0883450232135/0883450240871/0883450245838/0883450287234/0883450288750/0883450290272/0883450291798/0883450293310,6.13 in/155.7 mm,11.15 in/283.2 mm,6.88 in/174.8 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1 in/24 mm,6.9 in/175.3 mm,0.04 in/1 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPX26V407S,22226 ,4 7/16 in,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,QVPX26V407SB/QVPX26V407SC/QVPX26V407SEB/QVPX26V407SEC/QVPX26V407SEM/QVPX26V407SEN/QVPX26V407SEO/QVPX26V407SET/QVPX26V407SM/QVPX26V407SN/QVPX26V407SO/QVPX26V407ST,Single V-Lock,Four-Bolt Pillow Block,,5-3/4 in/146.1 mm,10.78 in/273.8 mm,6.88 in/174.8 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,18.5 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,6.64 in/168.7 mm,0.51 in/12.9 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPF26V408S,22226 ,4 1/2 in,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,QVPF26V408SB/QVPF26V408SC/QVPF26V408SEB/QVPF26V408SEC/QVPF26V408SEM/QVPF26V408SEN/QVPF26V408SEO/QVPF26V408SET/QVPF26V408SM/QVPF26V408SN/QVPF26V408SO/QVPF26V408ST,Single V-Lock,Four-Bolt Pillow Block,0883450050623/0883450278669/0883450278706/0883450278744/0883450278782/0883450278829/0883450285148/0883450286848/0883450288361/0883450289887/0883450291408/0883450296816,4.75 in/120.7 mm,9.87 in/250.7 mm,6.88 in/174.8 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,5.89 in/149.6 mm,0.05 in/1.3 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPG26V408S,22226 ,4 1/2 in,5.91 in / 150 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,QVPG26V408SB/QVPG26V408SC/QVPG26V408SEB/QVPG26V408SEC/QVPG26V408SEM/QVPG26V408SEN/QVPG26V408SEO/QVPG26V408SET/QVPG26V408SM/QVPG26V408SN/QVPG26V408SO/QVPG26V408ST,Single V-Lock,Four-Bolt Pillow Block,0883450052078/0883450206464/0883450206617/0883450218894/0883450219044/0883450231312/0883450231466/0883450240055/0883450240208/0883450245012/0883450245166/0883450296984,5.91 in/150 mm,11.09 in/281.7 mm,6.88 in/174.8 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,3.19 in/81 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,6.03 in/153.2 mm,0.22 in/5.6 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPH26V408S,22226 ,4 1/2 in,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,QVPH26V408SB/QVPH26V408SC/QVPH26V408SEB/QVPH26V408SEC/QVPH26V408SEM/QVPH26V408SEN/QVPH26V408SEO/QVPH26V408SET/QVPH26V408SM/QVPH26V408SN/QVPH26V408SO/QVPH26V408ST,Single V-Lock,Four-Bolt Pillow Block,0883450054003/0883450054010/0883450206761/0883450206914/0883450219198/0883450219341/0883450231619/0883450231763/0883450240352/0883450240505/0883450245319/0883450245463,6 in/152.4 mm,11.18 in/284 mm,6.88 in/174.8 mm,14.25 in/362 mm,15.75 in/400.1 mm,3.25 in/82.6 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,0.875 in/24 mm,6.03 in/153.2 mm,0.22 in/5.6 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPK26V408S,22226 ,4 1/2 in,6.13 in / 155.7 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,QVPK26V408SB/QVPK26V408SC/QVPK26V408SEB/QVPK26V408SEC/QVPK26V408SEM/QVPK26V408SEN/QVPK26V408SEO/QVPK26V408SET/QVPK26V408SM/QVPK26V408SN/QVPK26V408SO/QVPK26V408ST,Single V-Lock,Four-Bolt Pillow Block,0883450056663/0883450056762/0883450207140/0883450207294/0883450219570/0883450219723/0883450231992/0883450232142/0883450240734/0883450240888/0883450245692/0883450245845,6.13 in/155.7 mm,11.15 in/283.2 mm,6.88 in/174.8 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1 in/24 mm,6.9 in/175.3 mm,0.04 in/1 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPX26V408S,22226 ,4 1/2 in,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,QVPX26V408SB/QVPX26V408SC/QVPX26V408SEB/QVPX26V408SEC/QVPX26V408SEM/QVPX26V408SEN/QVPX26V408SEO/QVPX26V408SET/QVPX26V408SM/QVPX26V408SN/QVPX26V408SO/QVPX26V408ST,Single V-Lock,Four-Bolt Pillow Block,,5-3/4 in/146.1 mm,10.78 in/273.8 mm,6.88 in/174.8 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,18.5 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,6.64 in/168.7 mm,0.51 in/12.9 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPF28V415S,22228 ,4 15/16 in,5.5 in / 139.7 mm,13.75 in / 349.3 mm,15.88 in / 403.4 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,4 15/16 in,Imperial,QVPF28V415SB/QVPF28V415SC/QVPF28V415SEB/QVPF28V415SEC/QVPF28V415SEM/QVPF28V415SEN/QVPF28V415SEO/QVPF28V415SET/QVPF28V415SM/QVPF28V415SN/QVPF28V415SO/QVPF28V415ST,Single V-Lock,Four-Bolt Pillow Block,0883450088312/0883450088640/0883450099738/0883450100021/0883450108393/0883450108508/0883450115230/0883450115858/0883450130639/0883450130707/0883450139069/0883450139199,5.5 in/139.7 mm,11.01 in/279.7 mm,7.48 in/190 mm,13.75 in/349.3 mm,15.88 in/403.4 mm,2.75 in/69.9 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.54 in/39.1 mm,0.875 in/24 mm,6.03 in/153.2 mm,0.05 in/1.3 mm,5.82 in/147.8 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVPG28V415S,22228 ,4 15/16 in,5.91 in / 150 mm,15.13 in / 384.3 mm,17.63 in / 447.8 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,4 15/16 in,Imperial,QVPG28V415SB/QVPG28V415SC/QVPG28V415SEB/QVPG28V415SEC/QVPG28V415SEM/QVPG28V415SEN/QVPG28V415SEO/QVPG28V415SET/QVPG28V415SM/QVPG28V415SN/QVPG28V415SO/QVPG28V415ST,Single V-Lock,Four-Bolt Pillow Block,0883450343220/0883450343237/0883450343244/0883450343251/0883450343268/0883450343275/0883450343282/0883450343299/0883450343305/0883450343312/0883450343329/0883450343336,5.91 in/150 mm,11.36 in/288.5 mm,7.48 in/190 mm,15.13 in/384.3 mm,17.63 in/447.8 mm,3.15 in/80 mm,19.7 in/500.4 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,6.02 in/152.9 mm,0.05 in/1.3 mm,5.82 in/147.8 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
