,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,PDF_Page
0,BearingPart No.<s>(1)(2)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,L,Rv<s>(1)</s>,Rvv,Sv<s>(1)</s>,Svv,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,94
11,TAAPH34K514SO,5 7/8in. ,23134,179.4            7.06,339.8          13.38,220.0 / 8.66,493.6       19.38,549.4        21.63,108.0         4.25,628.7          24.75,171.5            6.75,85.9           3.38,M2mm  4         1in.,180            7.10,95            3.73,13            0.52,188             7.38,132.9 /        293,23134,23134,23134,23134,23134,23134,23134,230
12,TAAPH34K515SO,5 15/16in. ,23134,179.4            7.06,339.8          13.38,220.0 / 8.66,493.6       19.38,549.4        21.63,108.0         4.25,628.7          24.75,171.5            6.75,85.9           3.38,M2mm  4         1in.,180            7.10,95            3.73,13            0.52,188             7.38,132.9 /        293,23134,23134,23134,23134,23134,23134,23134,230
13,TAAPH34K600SO,6in. ,23134,179.4            7.06,339.8          13.38,220.0 / 8.66,493.6       19.38,549.4        21.63,108.0         4.25,628.7          24.75,171.5            6.75,85.9           3.38,M2mm  4         1in.,180            7.10,95            3.73,13            0.52,188             7.38,132.9 /        293,23134,23134,23134,23134,23134,23134,23134,230
14,TAAPH36K160SO,160mm ,23136,190.5         7.50,391.2            15.40,230.0 / 9.06,531.8          20.88,600.2              23.63,117.5            4.63,679.5            26.75,190.5                7.5,76.2           3.00,M2mm  4         1in.,196              7.72,99              3.90,14     0.57,197            7.74,159.2 /           351,23136,23136,23136,23136,23136,23136,23136,230
15,TAAPH36K605SO,6 5/16in. ,23136,190.5         7.50,391.2            15.40,230.0 / 9.06,531.8          20.88,600.2              23.63,117.5            4.63,679.5            26.75,190.5                7.5,76.2           3.00,M2mm  4         1in.,196              7.72,99              3.90,14     0.57,197            7.74,159.2 /           351,23136,23136,23136,23136,23136,23136,23136,230
16,TAAPH36K606SO,6 3/8in. ,23136,190.5         7.50,391.2            15.40,230.0 / 9.06,531.8          20.88,600.2              23.63,117.5            4.63,679.5            26.75,190.5                7.5,76.2           3.00,M2mm  4         1in.,196              7.72,99              3.90,14     0.57,197            7.74,159.2 /           351,23136,23136,23136,23136,23136,23136,23136,230
17,TAAPH36K607SO,6 7/16in. ,23136,190.5         7.50,391.2            15.40,230.0 / 9.06,531.8          20.88,600.2              23.63,117.5            4.63,679.5            26.75,190.5                7.5,76.2           3.00,M2mm  4         1in.,196              7.72,99              3.90,14     0.57,197            7.74,159.2 /           351,23136,23136,23136,23136,23136,23136,23136,230
18,TAAPH36K608SO,6 1/2in. ,23136,190.5         7.50,391.2            15.40,230.0 / 9.06,531.8          20.88,600.2              23.63,117.5            4.63,679.5            26.75,190.5                7.5,76.2           3.00,M2mm  4         1in.,196              7.72,99              3.90,14     0.57,197            7.74,159.2 /           351,23136,23136,23136,23136,23136,23136,23136,230
19,TAAPH38K170SO,170mm ,23138,200.0           7.88,400.1            15.75,240.0 / 9.45,550.9             21.63,619.3        24.38,114.3                 4.50,711.2            28.00,190.5            7.50,85.9            3.38,M3mm  0         1 ¼in.,206.7              8.14,105               4.13,13.2               0.52,208                8.17,185.9 /              410,23138,23138,23138,23138,23138,23138,23138,230
20,TAAPH38K613SO,6 13/16in. ,23138,200.0           7.88,400.1            15.75,240.0 / 9.45,550.9             21.63,619.3        24.38,114.3                 4.50,711.2            28.00,190.5            7.50,85.9            3.38,M3mm  0         1 ¼in.,206.7              8.14,105               4.13,13.2               0.52,208                8.17,185.9 /              410,23138,23138,23138,23138,23138,23138,23138,230
21,TAAPH38K614SO,6 7/8in. ,23138,200.0           7.88,400.1            15.75,240.0 / 9.45,550.9             21.63,619.3        24.38,114.3                 4.50,711.2            28.00,190.5            7.50,85.9            3.38,M3mm  0         1 ¼in.,206.7              8.14,105               4.13,13.2               0.52,208                8.17,185.9 /              410,23138,23138,23138,23138,23138,23138,23138,230
22,TAAPH38K615SO,6 15/16in. ,23138,200.0           7.88,400.1            15.75,240.0 / 9.45,550.9             21.63,619.3        24.38,114.3                 4.50,711.2            28.00,190.5            7.50,85.9            3.38,M3mm  0         1 ¼in.,206.7              8.14,105               4.13,13.2               0.52,208                8.17,185.9 /              410,23138,23138,23138,23138,23138,23138,23138,230
23,TAAPH38K700SO,7in. ,23138,200.0           7.88,400.1            15.75,240.0 / 9.45,550.9             21.63,619.3        24.38,114.3                 4.50,711.2            28.00,190.5            7.50,85.9            3.38,M3mm  0         1 ¼in.,206.7              8.14,105               4.13,13.2               0.52,208                8.17,185.9 /              410,23138,23138,23138,23138,23138,23138,23138,230
24,TAAPH40K180SO,180mm ,,,,,,,,,,,mm  in.,,,,,,,,,,,,,230
0,Bearing Part No.<s>(1)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,E,F,G,H,J,L,M<s>T</s>,R<s>TT</s>,S<s>T</s>,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,231
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,,,231
2,TAAPH34DK150SO,150mm ,23134,179.3       7.06,370.0              14.60,199.9        7.87,492.3          19.38,549.4          21.63,139.7      5.50,628.7             24.75,215.9             8.50,65.0            2.56,M3mm  0         1 ¼in.,203            7.98,95            3.73,13           0.52,188             7.38,132.9 /        293,23134,23134,23134,23134,23134,23134,23134,231
3,TAAPH34DK513SO,5 13/16in. ,23134,179.3       7.06,370.0              14.60,199.9        7.87,492.3          19.38,549.4          21.63,139.7      5.50,628.7             24.75,215.9             8.50,65.0            2.56,M3mm  0         1 ¼in.,203            7.98,95            3.73,13           0.52,188             7.38,132.9 /        293,23134,23134,23134,23134,23134,23134,23134,231
4,TAAPH34DK514SO,5 7/8in. ,23134,179.3       7.06,370.0              14.60,199.9        7.87,492.3          19.38,549.4          21.63,139.7      5.50,628.7             24.75,215.9             8.50,65.0            2.56,M3mm  0         1 ¼in.,203            7.98,95            3.73,13           0.52,188             7.38,132.9 /        293,23134,23134,23134,23134,23134,23134,23134,231
5,TAAPH34DK515SO,5 15/16in. ,23134,179.3       7.06,370.0              14.60,199.9        7.87,492.3          19.38,549.4          21.63,139.7      5.50,628.7             24.75,215.9             8.50,65.0            2.56,M3mm  0         1 ¼in.,203            7.98,95            3.73,13           0.52,188             7.38,132.9 /        293,23134,23134,23134,23134,23134,23134,23134,231
6,TAAPH34DK600SO,6in. ,23134,179.3       7.06,370.0              14.60,199.9        7.87,492.3          19.38,549.4          21.63,139.7      5.50,628.7             24.75,215.9             8.50,65.0            2.56,M3mm  0         1 ¼in.,203            7.98,95            3.73,13           0.52,188             7.38,132.9 /        293,23134,23134,23134,23134,23134,23134,23134,231
7,TAAPH36DK160SO,160mm ,23136,190.5           7.50,391.2             15.40,210.1       8.27,530.4              20.88,600.2          23.63,149.4             5.88,679.5             26.75,219.5               8.64,69.9          2.75,M3mm  0         1 ¼in.,209              8.22,99              3.90,14           0.57,197            7.74,158.3 /           349,23136,23136,23136,23136,23136,23136,23136,231
8,TAAPH36DK605SO,6 5/16in. ,23136,190.5           7.50,391.2             15.40,210.1       8.27,530.4              20.88,600.2          23.63,149.4             5.88,679.5             26.75,219.5               8.64,69.9          2.75,M3mm  0         1 ¼in.,209              8.22,99              3.90,14           0.57,197            7.74,158.3 /           349,23136,23136,23136,23136,23136,23136,23136,231
9,TAAPH36DK606SO,6 3/8in. ,23136,190.5           7.50,391.2             15.40,210.1       8.27,530.4              20.88,600.2          23.63,149.4             5.88,679.5             26.75,219.5               8.64,69.9          2.75,M3mm  0         1 ¼in.,209              8.22,99              3.90,14           0.57,197            7.74,158.3 /           349,23136,23136,23136,23136,23136,23136,23136,231
10,TAAPH36DK607SO,6 7/16in. ,23136,190.5           7.50,391.2             15.40,210.1       8.27,530.4              20.88,600.2          23.63,149.4             5.88,679.5             26.75,219.5               8.64,69.9          2.75,M3mm  0         1 ¼in.,209              8.22,99              3.90,14           0.57,197            7.74,158.3 /           349,23136,23136,23136,23136,23136,23136,23136,231
11,TAAPH36DK608SO,6 1/2in. ,23136,190.5           7.50,391.2             15.40,210.1       8.27,530.4              20.88,600.2          23.63,149.4             5.88,679.5             26.75,219.5               8.64,69.9          2.75,M3mm  0         1 ¼in.,209              8.22,99              3.90,14           0.57,197            7.74,158.3 /           349,23136,23136,23136,23136,23136,23136,23136,231
12,TAAPH38DK170SO,170mm ,23138,200.1           7.88,410.8               16.17,219.9          8.66,546.1              21.50,596.9                23.50,158.8              6.25,701.8               27.63,235.0            9.25,74.9            2.95,M3mm  0 1 3⁄8in.,1997.8 / 3,104              4.08,130.52,208                8.17,186.8 /              412,23138,23138,23138,23138,23138,23138,23138,231
13,TAAPH38DK613SO,6 13/16in. ,23138,200.1           7.88,410.8               16.17,219.9          8.66,546.1              21.50,596.9                23.50,158.8              6.25,701.8               27.63,235.0            9.25,74.9            2.95,M3mm  0 1 3⁄8in.,1997.8 / 3,104              4.08,130.52,208                8.17,186.8 /              412,23138,23138,23138,23138,23138,23138,23138,231
14,TAAPH38DK614SO,6 7/8in. ,23138,200.1           7.88,410.8               16.17,219.9          8.66,546.1              21.50,596.9                23.50,158.8              6.25,701.8               27.63,235.0            9.25,74.9            2.95,M3mm  0 1 3⁄8in.,1997.8 / 3,104              4.08,130.52,208                8.17,186.8 /              412,23138,23138,23138,23138,23138,23138,23138,231
15,TAAPH38DK615SO,6 15/16in. ,23138,200.1           7.88,410.8               16.17,219.9          8.66,546.1              21.50,596.9                23.50,158.8              6.25,701.8               27.63,235.0            9.25,74.9            2.95,M3mm  0 1 3⁄8in.,1997.8 / 3,104              4.08,130.52,208                8.17,186.8 /              412,23138,23138,23138,23138,23138,23138,23138,231
16,TAAPH38DK700SO,7in. ,23138,200.1           7.88,410.8               16.17,219.9          8.66,546.1              21.50,596.9                23.50,158.8              6.25,701.8               27.63,235.0            9.25,74.9            2.95,M3mm  0 1 3⁄8in.,1997.8 / 3,104              4.08,130.52,208                8.17,186.8 /              412,23138,23138,23138,23138,23138,23138,23138,231
17,TAAPH40DK180SO,180mm ,23140,209.5              8.25,429.2            16.90,240.0         9.45,584.2              23.00,635.0                  25.00,171.5              6.75,730.3           28.75,247.7                9.75,80.0            3.15,M3mm  0 1 3⁄8in.,234                   9.21,110                   4.32,16           0.65,218                  8.57,220.4 /            486,23140,23140,23140,23140,23140,23140,23140,231
18,TAAPH40DK702SO,7 1/8in. ,23140,209.5              8.25,429.2            16.90,240.0         9.45,584.2              23.00,635.0                  25.00,171.5              6.75,730.3           28.75,247.7                9.75,80.0            3.15,M3mm  0 1 3⁄8in.,234                   9.21,110                   4.32,16           0.65,218                  8.57,220.4 /            486,23140,23140,23140,23140,23140,23140,23140,231
19,TAAPH40DK703SO,7 3/16in. ,23140,209.5              8.25,429.2            16.90,240.0         9.45,584.2              23.00,635.0                  25.00,171.5              6.75,730.3           28.75,247.7                9.75,80.0            3.15,M3mm  0 1 3⁄8in.,234                   9.21,110                   4.32,16           0.65,218                  8.57,220.4 /            486,23140,23140,23140,23140,23140,23140,23140,231
20,TAAPH40DK704SO,7 1/4in. ,23140,209.5              8.25,429.2            16.90,240.0         9.45,584.2              23.00,635.0                  25.00,171.5              6.75,730.3           28.75,247.7                9.75,80.0            3.15,M3mm  0 1 3⁄8in.,234                   9.21,110                   4.32,16           0.65,218                  8.57,220.4 /            486,23140,23140,23140,23140,23140,23140,23140,231
21,TAAPH44DK200SO,200mm ,,,,,,,,,,,mm  in.,,,,,,,,,,,,,231
22,,,,,,,,,,,,,mm  in.,,,,,,,,,,,,,231
0,Bearing Part No.<s>(1)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,E,F,G,H,J,L,M<s>T</s>,R<s>TT</s>,S<s>T</s>,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,232
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,,,232
2,TAAPH634K150SO,150mm ,23134,209.6       8.25,400.4              15.76,220.0        8.66,571.5          22.50,635.0          25.00,127.0      5.00,749.3             29.50,203.2             8.00,65.0            2.56,M3mm  0         1 ¼in.,196            7.73,95            3.73,13           0.53,187.5             7.38,161.1 /            355,23134,23134,23134,23134,23134,23134,23134,232
3,TAAPH634K513SO,5 13/16in. ,23134,209.6       8.25,400.4              15.76,220.0        8.66,571.5          22.50,635.0          25.00,127.0      5.00,749.3             29.50,203.2             8.00,65.0            2.56,M3mm  0         1 ¼in.,196            7.73,95            3.73,13           0.53,187.5             7.38,161.1 /            355,23134,23134,23134,23134,23134,23134,23134,232
4,TAAPH634K514SO,5 7/8in. ,23134,209.6       8.25,400.4              15.76,220.0        8.66,571.5          22.50,635.0          25.00,127.0      5.00,749.3             29.50,203.2             8.00,65.0            2.56,M3mm  0         1 ¼in.,196            7.73,95            3.73,13           0.53,187.5             7.38,161.1 /            355,23134,23134,23134,23134,23134,23134,23134,232
5,TAAPH634K515SO,5 15/16in. ,23134,209.6       8.25,400.4              15.76,220.0        8.66,571.5          22.50,635.0          25.00,127.0      5.00,749.3             29.50,203.2             8.00,65.0            2.56,M3mm  0         1 ¼in.,196            7.73,95            3.73,13           0.53,187.5             7.38,161.1 /            355,23134,23134,23134,23134,23134,23134,23134,232
6,TAAPH634K600SO,6in. ,23134,209.6       8.25,400.4              15.76,220.0        8.66,571.5          22.50,635.0          25.00,127.0      5.00,749.3             29.50,203.2             8.00,65.0            2.56,M3mm  0         1 ¼in.,196            7.73,95            3.73,13           0.53,187.5             7.38,161.1 /            355,23134,23134,23134,23134,23134,23134,23134,232
7,TAAPH636K160SO,160mm ,23136,225.4           8.88,426.7             16.80,230.0       9.06,609.6             24.00,676.3          26.63,133.4             5.25,793.8             31.25,250.8               9.88,69.9          2.75,M3mm  0         1 ¼in.,224              8.84,99              3.90,14           0.57,197            7.74,193.6 /          427,23136,23136,23136,23136,23136,23136,23136,232
8,TAAPH636K605SO,6 5/16in. ,23136,225.4           8.88,426.7             16.80,230.0       9.06,609.6             24.00,676.3          26.63,133.4             5.25,793.8             31.25,250.8               9.88,69.9          2.75,M3mm  0         1 ¼in.,224              8.84,99              3.90,14           0.57,197            7.74,193.6 /          427,23136,23136,23136,23136,23136,23136,23136,232
9,TAAPH636K606SO,6 3/8in. ,23136,225.4           8.88,426.7             16.80,230.0       9.06,609.6             24.00,676.3          26.63,133.4             5.25,793.8             31.25,250.8               9.88,69.9          2.75,M3mm  0         1 ¼in.,224              8.84,99              3.90,14           0.57,197            7.74,193.6 /          427,23136,23136,23136,23136,23136,23136,23136,232
10,TAAPH636K607SO,6 7/16in. ,23136,225.4           8.88,426.7             16.80,230.0       9.06,609.6             24.00,676.3          26.63,133.4             5.25,793.8             31.25,250.8               9.88,69.9          2.75,M3mm  0         1 ¼in.,224              8.84,99              3.90,14           0.57,197            7.74,193.6 /          427,23136,23136,23136,23136,23136,23136,23136,232
11,TAAPH636K608SO,6 1/2in. ,23136,225.4           8.88,426.7             16.80,230.0       9.06,609.6             24.00,676.3          26.63,133.4             5.25,793.8             31.25,250.8               9.88,69.9          2.75,M3mm  0         1 ¼in.,224              8.84,99              3.90,14           0.57,197            7.74,193.6 /          427,23136,23136,23136,23136,23136,23136,23136,232
12,TAAPH638K170SO,170mm ,23138,241.3           9.50,452.1              17.80,240.0          9.45,268.7             24.75,708.0                27.88,133.4              5.25,831.9             32.75,209.6            8.25,74.9            2.95,M3mm  6               1 ½in.,210              8.26,105               4.13,15           0.60,208                8.17,229.1 /           505,23138,23138,23138,23138,23138,23138,23138,232
13,TAAPH638K613SO,6 13/16in. ,23138,241.3           9.50,452.1              17.80,240.0          9.45,268.7             24.75,708.0                27.88,133.4              5.25,831.9             32.75,209.6            8.25,74.9            2.95,M3mm  6               1 ½in.,210              8.26,105               4.13,15           0.60,208                8.17,229.1 /           505,23138,23138,23138,23138,23138,23138,23138,232
14,TAAPH638K614SO,6 7/8in. ,23138,241.3           9.50,452.1              17.80,240.0          9.45,268.7             24.75,708.0                27.88,133.4              5.25,831.9             32.75,209.6            8.25,74.9            2.95,M3mm  6               1 ½in.,210              8.26,105               4.13,15           0.60,208                8.17,229.1 /           505,23138,23138,23138,23138,23138,23138,23138,232
15,TAAPH638K615SO,6 15/16in. ,23138,241.3           9.50,452.1              17.80,240.0          9.45,268.7             24.75,708.0                27.88,133.4              5.25,831.9             32.75,209.6            8.25,74.9            2.95,M3mm  6               1 ½in.,210              8.26,105               4.13,15           0.60,208                8.17,229.1 /           505,23138,23138,23138,23138,23138,23138,23138,232
16,TAAPH638K700SO,7in. ,23138,241.3           9.50,452.1              17.80,240.0          9.45,268.7             24.75,708.0                27.88,133.4              5.25,831.9             32.75,209.6            8.25,74.9            2.95,M3mm  6               1 ½in.,210              8.26,105               4.13,15           0.60,208                8.17,229.1 /           505,23138,23138,23138,23138,23138,23138,23138,232
17,TAAPH640K180SO,180mm ,23140,250.8             9.88,472.4           18.6,250.0        9.84,666.8             26.25,749.3                  29.50,139.7              5.50,870.0          34.3,215.9                8.50,80.0            3.15,M3mm  6            1 ½in.,217.9                   8.58,110                   4.32,16           0.65,218                  8.57,272.4 /          601,23140,23140,23140,23140,23140,23140,23140,232
18,TAAPH640K702SO,7 1/8in. ,23140,250.8             9.88,472.4           18.6,250.0        9.84,666.8             26.25,749.3                  29.50,139.7              5.50,870.0          34.3,215.9                8.50,80.0            3.15,M3mm  6            1 ½in.,217.9                   8.58,110                   4.32,16           0.65,218                  8.57,272.4 /          601,23140,23140,23140,23140,23140,23140,23140,232
19,TAAPH640K703SO,7 3/16in. ,23140,250.8             9.88,472.4           18.6,250.0        9.84,666.8             26.25,749.3                  29.50,139.7              5.50,870.0          34.3,215.9                8.50,80.0            3.15,M3mm  6            1 ½in.,217.9                   8.58,110                   4.32,16           0.65,218                  8.57,272.4 /          601,23140,23140,23140,23140,23140,23140,23140,232
20,TAAPH640K704SO,7 1/4in. ,23140,250.8             9.88,472.4           18.6,250.0        9.84,666.8             26.25,749.3                  29.50,139.7              5.50,870.0          34.3,215.9                8.50,80.0            3.15,M3mm  6            1 ½in.,217.9                   8.58,110                   4.32,16           0.65,218                  8.57,272.4 /          601,23140,23140,23140,23140,23140,23140,23140,232
0,Bearing Part No.<s>(1)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,E,F,G,H,J,L,M<s>T</s>,R<s>TT</s>,S<s>T</s>,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,233
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,,,233
2,TAAPH634DK150SO,150mm ,23134,209.6       8.25,400.4              15.76,220.0        8.66,584.2          23.00,635.0          25.00,171.5      6.75,730.3            28.75,247.7             9.75,65.0            2.56,M3mm  0         1 3⁄8in.,219           8.60,95            3.73,13           0.53,187.5             7.38,158.4 /            349,23134,23134,23134,23134,23134,23134,23134,233
3,TAAPH634DK513SO,5 13/16in. ,23134,209.6       8.25,400.4              15.76,220.0        8.66,584.2          23.00,635.0          25.00,171.5      6.75,730.3            28.75,247.7             9.75,65.0            2.56,M3mm  0         1 3⁄8in.,219           8.60,95            3.73,13           0.53,187.5             7.38,158.4 /            349,23134,23134,23134,23134,23134,23134,23134,233
4,TAAPH634DK514SO,5 7/8in. ,23134,209.6       8.25,400.4              15.76,220.0        8.66,584.2          23.00,635.0          25.00,171.5      6.75,730.3            28.75,247.7             9.75,65.0            2.56,M3mm  0         1 3⁄8in.,219           8.60,95            3.73,13           0.53,187.5             7.38,158.4 /            349,23134,23134,23134,23134,23134,23134,23134,233
5,TAAPH634DK515SO,5 15/16in. ,23134,209.6       8.25,400.4              15.76,220.0        8.66,584.2          23.00,635.0          25.00,171.5      6.75,730.3            28.75,247.7             9.75,65.0            2.56,M3mm  0         1 3⁄8in.,219           8.60,95            3.73,13           0.53,187.5             7.38,158.4 /            349,23134,23134,23134,23134,23134,23134,23134,233
6,TAAPH634DK600SO,6in. ,23134,209.6       8.25,400.4              15.76,220.0        8.66,584.2          23.00,635.0          25.00,171.5      6.75,730.3            28.75,247.7             9.75,65.0            2.56,M3mm  0         1 3⁄8in.,219           8.60,95            3.73,13           0.53,187.5             7.38,158.4 /            349,23134,23134,23134,23134,23134,23134,23134,233
7,TAAPH636DK160SO,160mm ,23136,225.4           8.88,426.7             16.80,230.0       9.06,612.8             24.13,669.9          26.38,174.6             6.88,774.7             30.50,250.8               9.88,69.9          2.75,M3mm  6               1 ½in.,224              8.84,99              3.90,14           0.57,197            7.74,189.6 /          418,23136,23136,23136,23136,23136,23136,23136,233
8,TAAPH636DK605SO,6 5/16in. ,23136,225.4           8.88,426.7             16.80,230.0       9.06,612.8             24.13,669.9          26.38,174.6             6.88,774.7             30.50,250.8               9.88,69.9          2.75,M3mm  6               1 ½in.,224              8.84,99              3.90,14           0.57,197            7.74,189.6 /          418,23136,23136,23136,23136,23136,23136,23136,233
9,TAAPH636DK606SO,6 3/8in. ,23136,225.4           8.88,426.7             16.80,230.0       9.06,612.8             24.13,669.9          26.38,174.6             6.88,774.7             30.50,250.8               9.88,69.9          2.75,M3mm  6               1 ½in.,224              8.84,99              3.90,14           0.57,197            7.74,189.6 /          418,23136,23136,23136,23136,23136,23136,23136,233
10,TAAPH636DK607SO,6 7/16in. ,23136,225.4           8.88,426.7             16.80,230.0       9.06,612.8             24.13,669.9          26.38,174.6             6.88,774.7             30.50,250.8               9.88,69.9          2.75,M3mm  6               1 ½in.,224              8.84,99              3.90,14           0.57,197            7.74,189.6 /          418,23136,23136,23136,23136,23136,23136,23136,233
11,TAAPH636DK608SO,6 1/2in. ,23136,225.4           8.88,426.7             16.80,230.0       9.06,612.8             24.13,669.9          26.38,174.6             6.88,774.7             30.50,250.8               9.88,69.9          2.75,M3mm  6               1 ½in.,224              8.84,99              3.90,14           0.57,197            7.74,189.6 /          418,23136,23136,23136,23136,23136,23136,23136,233
12,TAAPH638DK170SO,170mm ,23138,241.3           9.50,452.1              17.80,240.0          9.45,650.9             25.63,708.0                27.88,184.2              7.25,812.8             32.00,260.4            10.25,74.9            2.95,M3mm  6               1 ½in.,235              9.26,105               4.13,15           0.60,208                8.17,226.4 /              500,23138,23138,23138,23138,23138,23138,23138,233
13,TAAPH638DK613SO,6 13/16in. ,23138,241.3           9.50,452.1              17.80,240.0          9.45,650.9             25.63,708.0                27.88,184.2              7.25,812.8             32.00,260.4            10.25,74.9            2.95,M3mm  6               1 ½in.,235              9.26,105               4.13,15           0.60,208                8.17,226.4 /              500,23138,23138,23138,23138,23138,23138,23138,233
14,TAAPH638DK614SO,6 7/8in. ,23138,241.3           9.50,452.1              17.80,240.0          9.45,650.9             25.63,708.0                27.88,184.2              7.25,812.8             32.00,260.4            10.25,74.9            2.95,M3mm  6               1 ½in.,235              9.26,105               4.13,15           0.60,208                8.17,226.4 /              500,23138,23138,23138,23138,23138,23138,23138,233
15,TAAPH638DK615SO,6 15/16in. ,23138,241.3           9.50,452.1              17.80,240.0          9.45,650.9             25.63,708.0                27.88,184.2              7.25,812.8             32.00,260.4            10.25,74.9            2.95,M3mm  6               1 ½in.,235              9.26,105               4.13,15           0.60,208                8.17,226.4 /              500,23138,23138,23138,23138,23138,23138,23138,233
16,TAAPH638DK700SO,7in. ,23138,241.3           9.50,452.1              17.80,240.0          9.45,650.9             25.63,708.0                27.88,184.2              7.25,812.8             32.00,260.4            10.25,74.9            2.95,M3mm  6               1 ½in.,235              9.26,105               4.13,15           0.60,208                8.17,226.4 /              500,23138,23138,23138,23138,23138,23138,23138,233
17,TAAPH640DK180SO,180mm ,23140,250.8             9.88,472.4           18.6,250.0        9.84,676.3             26.63,743.0                  29.25,193.7              7.63,850.9          33.5,269.9                10.63,80.0            3.15,M3mm  6         1 5⁄8in.,244.9                   9.64,110                   4.32,16           0.65,218                  8.57,268.3 /         592,23140,23140,23140,23140,23140,23140,23140,233
18,TAAPH640DK702SO,7 1/8in. ,23140,250.8             9.88,472.4           18.6,250.0        9.84,676.3             26.63,743.0                  29.25,193.7              7.63,850.9          33.5,269.9                10.63,80.0            3.15,M3mm  6         1 5⁄8in.,244.9                   9.64,110                   4.32,16           0.65,218                  8.57,268.3 /         592,23140,23140,23140,23140,23140,23140,23140,233
19,TAAPH640DK703SO,7 3/16in. ,23140,250.8             9.88,472.4           18.6,250.0        9.84,676.3             26.63,743.0                  29.25,193.7              7.63,850.9          33.5,269.9                10.63,80.0            3.15,M3mm  6         1 5⁄8in.,244.9                   9.64,110                   4.32,16           0.65,218                  8.57,268.3 /         592,23140,23140,23140,23140,23140,23140,23140,233
20,TAAPH640DK704SO,7 1/4in. ,23140,250.8             9.88,472.4           18.6,250.0        9.84,676.3             26.63,743.0                  29.25,193.7              7.63,850.9          33.5,269.9                10.63,80.0            3.15,M3mm  6         1 5⁄8in.,244.9                   9.64,110                   4.32,16           0.65,218                  8.57,268.3 /         592,23140,23140,23140,23140,23140,23140,23140,233
0,Bearing Part No.,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,E,F,G,H,J,L,M<s>T</s>,R<s>TT</s>,S<s>T</s>,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,234
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,,,234
2,TAAPH034K150SO,150mm ,23134,152.4 6.00,330.2 13.00,2208.6 / 6,406.4  16.00,435.1              17.13,85.7            3.38,511.3          20.13,171.5         6.75,65.0            2.56,M2mm  41in.,184.8            7.28,99            3.90,9.10              0.36,188             7.38,106          234,23134,23134,23134,23134,23134,23134,23134,234
3,TAAPH034K513SO,5 13/16in. ,23134,152.4 6.00,330.2 13.00,2208.6 / 6,406.4  16.00,435.1              17.13,85.7            3.38,511.3          20.13,171.5         6.75,65.0            2.56,M2mm  41in.,184.8            7.28,99            3.90,9.10              0.36,188             7.38,106          234,23134,23134,23134,23134,23134,23134,23134,234
4,TAAPH034K514SO,5 7/8in. ,23134,152.4 6.00,330.2 13.00,2208.6 / 6,406.4  16.00,435.1              17.13,85.7            3.38,511.3          20.13,171.5         6.75,65.0            2.56,M2mm  41in.,184.8            7.28,99            3.90,9.10              0.36,188             7.38,106          234,23134,23134,23134,23134,23134,23134,23134,234
5,TAAPH034K515SO,5 15/16in. ,23134,152.4 6.00,330.2 13.00,2208.6 / 6,406.4  16.00,435.1              17.13,85.7            3.38,511.3          20.13,171.5         6.75,65.0            2.56,M2mm  41in.,184.8            7.28,99            3.90,9.10              0.36,188             7.38,106          234,23134,23134,23134,23134,23134,23134,23134,234
6,TAAPH034K600SO,6in. ,23134,152.4 6.00,330.2 13.00,2208.6 / 6,406.4  16.00,435.1              17.13,85.7            3.38,511.3          20.13,171.5         6.75,65.0            2.56,M2mm  41in.,184.8            7.28,99            3.90,9.10              0.36,188             7.38,106          234,23134,23134,23134,23134,23134,23134,23134,234
