Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Ca - Axial Load Rating,Maximum Speed,CAD,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing - Housing - Seal,Bearing UPC,Dimension H,Dimension H1,Dimension H2,Dimension J,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Ca - Axial Load Rating,Bearing - Housing - Seal UPC,Dimension K
LSE612BXHSFS,6.7500 in,Felt Type ,Split Cylindrical Expansion Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,,1220 rpm,,6.7500 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE612BX,LSE612HX,S12,LSE612BXH,013992104922,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,5.0 in/128 mm
LSE612BRHSFS,6.7500 in,Felt Type ,Split Cylindrical Retained Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,8183 lbf / 36400 N,1220 rpm,,6.7500 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE612BR,LSE612HR,S12,LSE612BRH,013992104878,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",8183 lbf/36400 N,,5.0 in/128 mm
LSE615BXHS,6 15/16 in,Felt Type ,Split Cylindrical Expansion Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,,1220 rpm,,6 15/16 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE615BX,LSE615HX,S12,LSE615BXH,013992027498,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,5.0 in/128 mm
LSE615BRHS,6 15/16 in,Felt Type ,Split Cylindrical Retained Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,8183 lbf / 36400 N,1220 rpm,,6 15/16 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE615BR,LSE615HR,S12,LSE615BRH,013992027481,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",8183 lbf/36400 N,,5.0 in/128 mm
LSE615BXHSKPS,6 15/16 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,,1220 rpm,,6 15/16 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE615BX,LSE615HX,S12,LSE615BXHKPS,013992027498,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992061799,5.0 in/128 mm
LSE615BRHSKPS,6 15/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,8183 lbf / 36400 N,1220 rpm,,6 15/16 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE615BR,LSE615HR,S12,LSE615BRHKPS,013992027481,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",8183 lbf/36400 N,013992103635,5.0 in/128 mm
LSE615BXHSRSS,6 15/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,,1220 rpm,,6 15/16 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE615BX,LSE615HX,S12,LSE615BXHRSS,013992027498,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992061843,5.0 in/128 mm
LSE615BRHSRSS,6 15/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,8183 lbf / 36400 N,1220 rpm,,6 15/16 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE615BR,LSE615HR,S12,LSE615BRHRSS,013992027481,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",8183 lbf/36400 N,013992103680,5.0 in/128 mm
LSE615BXHSHTPS,6 15/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,,1220 rpm,,6 15/16 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE615BX,LSE615HX,S12,LSE615BXHHTPS,013992027498,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992061744,5.0 in/128 mm
LSE615BRHSHTPS,6 15/16 in,High Temperature Packing ,Split Cylindrical Retained Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,8183 lbf / 36400 N,1220 rpm,,6 15/16 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE615BR,LSE615HR,S12,LSE615BRHHTPS,013992027481,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",8183 lbf/36400 N,013992103581,5.0 in/128 mm
LSE615BXHSATL,6 15/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,,1220 rpm,,6 15/16 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE615BX,LS12HXTL,S12,,,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,7.9 in/200 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,5.0 in/128 mm
LSE615BRHSATL,6 15/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,8183 lbf / 36400 N,1220 rpm,,6 15/16 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE615BR,LS12HRTL,S12,,,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,7.9 in/200 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",8183 lbf/36400 N,,5.0 in/128 mm
LSE615BXHSFS,6 15/16 in,Felt Type ,Split Cylindrical Expansion Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,,1220 rpm,,6 15/16 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE615BX,LSE615HX,S12,LSE615BXH,013992027498,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,5.0 in/128 mm
LSE615BRHSFS,6 15/16 in,Felt Type ,Split Cylindrical Retained Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,8183 lbf / 36400 N,1220 rpm,,6 15/16 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE615BR,LSE615HR,S12,LSE615BRH,013992027481,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",8183 lbf/36400 N,,5.0 in/128 mm
LSE700BXHS,7 in,Felt Type ,Split Cylindrical Expansion Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,,1220 rpm,,7 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE700BX,LSE700HX,S12,LSE700BXH,013992027511,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,5.0 in/128 mm
LSE700BRHS,7 in,Felt Type ,Split Cylindrical Retained Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,8183 lbf / 36400 N,1220 rpm,,7 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE700BR,LSE700HR,S12,LSE700BRH,013992027504,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",8183 lbf/36400 N,,5.0 in/128 mm
LSE700BXHSKPS,7 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,,1220 rpm,,7 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE700BX,LSE700HX,S12,LSE700BXHKPS,013992027511,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992063090,5.0 in/128 mm
LSE700BRHSKPS,7 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,8183 lbf / 36400 N,1220 rpm,,7 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE700BR,LSE700HR,S12,LSE700BRHKPS,013992027504,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",8183 lbf/36400 N,013992062444,5.0 in/128 mm
LSE700BXHSRSS,7 in,Viton Single Lip ,Split Cylindrical Expansion Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,,1220 rpm,,7 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE700BX,LSE700HX,S12,LSE700BXHRSS,013992027511,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992063144,5.0 in/128 mm
LSE700BRHSRSS,7 in,Viton Single Lip ,Split Cylindrical Retained Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,8183 lbf / 36400 N,1220 rpm,,7 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE700BR,LSE700HR,S12,LSE700BRHRSS,013992027504,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",8183 lbf/36400 N,013992062499,5.0 in/128 mm
LSE700BXHSHTPS,7 in,High Temperature Packing ,Split Cylindrical Expansion Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,,1220 rpm,,7 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE700BX,LSE700HX,S12,LSE700BXHHTPS,013992027511,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992063045,5.0 in/128 mm
LSE700BRHSHTPS,7 in,High Temperature Packing ,Split Cylindrical Retained Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,8183 lbf / 36400 N,1220 rpm,,7 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE700BR,LSE700HR,S12,LSE700BRHHTPS,013992027504,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",8183 lbf/36400 N,013992062390,5.0 in/128 mm
LSE700BXHSATL,7 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,,1220 rpm,,7 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE700BX,LS12HXTL,S12,,,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,7.9 in/200 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,5.0 in/128 mm
LSE700BRHSATL,7 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,8183 lbf / 36400 N,1220 rpm,,7 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE700BR,LS12HRTL,S12,,,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,7.9 in/200 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",8183 lbf/36400 N,,5.0 in/128 mm
LSE700BXHSFS,7 in,Felt Type ,Split Cylindrical Expansion Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,,1220 rpm,,7 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE700BX,LSE700HX,S12,LSE700BXH,013992027511,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,5.0 in/128 mm
LSE700BRHSFS,7 in,Felt Type ,Split Cylindrical Retained Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,8183 lbf / 36400 N,1220 rpm,,7 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE700BR,LSE700HR,S12,LSE700BRH,013992027504,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,6.8 in/172 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",8183 lbf/36400 N,,5.0 in/128 mm
LSE700BXHSATLE0302,7 in,Aluminium Triple Labyrinth ,Marine Split Cylindrical Expansion Type ,117800 lbf / 524000 N,186142 lbf / 828000 N,,1220 rpm,,7 in,Aluminium Triple Labyrinth,Marine Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE700BX,LS12HXTL,S12,,,9.252 in/235 mm,1.4 in/35 mm,18.5 in/470 mm,15.3 in/388 mm,21.0 in/534 mm,7.5 in/190 mm,7.9 in/200 mm,117800 lbf/524000 N,186142 lbf/828000 N,1220 rpm,,,,5.0 in/128 mm
LSE704BXHS,7.2500 in,Felt Type ,Split Cylindrical Expansion Type ,138033 lbf / 614000 N,222561 lbf / 990000 N,,1070 rpm,,7.2500 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE704BX,LSE704HX,S13,LSE704BXH,013992105325,9.764 in/248 mm,1.5 in/38 mm,19.5 in/495 mm,16.6 in/422 mm,22.5 in/572 mm,8.0 in/204 mm,6.8 in/172 mm,138033 lbf/614000 N,222561 lbf/990000 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,5.5 in/140 mm
LSE704BRHS,7.2500 in,Felt Type ,Split Cylindrical Retained Type ,138033 lbf / 614000 N,222561 lbf / 990000 N,9217 lbf / 41000 N,1070 rpm,,7.2500 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE704BR,LSE704HR,S13,LSE704BRH,013992105271,9.764 in/248 mm,1.5 in/38 mm,19.5 in/495 mm,16.6 in/422 mm,22.5 in/572 mm,8.0 in/204 mm,6.8 in/172 mm,138033 lbf/614000 N,222561 lbf/990000 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",9217 lbf/41000 N,,5.5 in/140 mm
LSE704BXHSKPS,7.2500 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,138033 lbf / 614000 N,222561 lbf / 990000 N,,1070 rpm,,7.2500 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE704BX,LSE704HX,S13,LSE704BXHKPS,013992105325,9.764 in/248 mm,1.5 in/38 mm,19.5 in/495 mm,16.6 in/422 mm,22.5 in/572 mm,8.0 in/204 mm,6.8 in/172 mm,138033 lbf/614000 N,222561 lbf/990000 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,5.5 in/140 mm
LSE704BRHSKPS,7.2500 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,138033 lbf / 614000 N,222561 lbf / 990000 N,9217 lbf / 41000 N,1070 rpm,,7.2500 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE704BR,LSE704HR,S13,LSE704BRHKPS,013992105271,9.764 in/248 mm,1.5 in/38 mm,19.5 in/495 mm,16.6 in/422 mm,22.5 in/572 mm,8.0 in/204 mm,6.8 in/172 mm,138033 lbf/614000 N,222561 lbf/990000 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",9217 lbf/41000 N,,5.5 in/140 mm
LSE704BXHSRSS,7.2500 in,Viton Single Lip ,Split Cylindrical Expansion Type ,138033 lbf / 614000 N,222561 lbf / 990000 N,,1070 rpm,,7.2500 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE704BX,LSE704HX,S13,LSE704BXHRSS,013992105325,9.764 in/248 mm,1.5 in/38 mm,19.5 in/495 mm,16.6 in/422 mm,22.5 in/572 mm,8.0 in/204 mm,6.8 in/172 mm,138033 lbf/614000 N,222561 lbf/990000 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,5.5 in/140 mm
LSE704BRHSRSS,7.2500 in,Viton Single Lip ,Split Cylindrical Retained Type ,138033 lbf / 614000 N,222561 lbf / 990000 N,9217 lbf / 41000 N,1070 rpm,,7.2500 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE704BR,LSE704HR,S13,LSE704BRHRSS,013992105271,9.764 in/248 mm,1.5 in/38 mm,19.5 in/495 mm,16.6 in/422 mm,22.5 in/572 mm,8.0 in/204 mm,6.8 in/172 mm,138033 lbf/614000 N,222561 lbf/990000 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",9217 lbf/41000 N,,5.5 in/140 mm
LSE704BXHSHTPS,7.2500 in,High Temperature Packing ,Split Cylindrical Expansion Type ,138033 lbf / 614000 N,222561 lbf / 990000 N,,1070 rpm,,7.2500 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE704BX,LSE704HX,S13,LSE704BXHHTPS,013992105325,9.764 in/248 mm,1.5 in/38 mm,19.5 in/495 mm,16.6 in/422 mm,22.5 in/572 mm,8.0 in/204 mm,6.8 in/172 mm,138033 lbf/614000 N,222561 lbf/990000 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,5.5 in/140 mm
LSE704BRHSHTPS,7.2500 in,High Temperature Packing ,Split Cylindrical Retained Type ,138033 lbf / 614000 N,222561 lbf / 990000 N,9217 lbf / 41000 N,1070 rpm,,7.2500 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE704BR,LSE704HR,S13,LSE704BRHHTPS,013992105271,9.764 in/248 mm,1.5 in/38 mm,19.5 in/495 mm,16.6 in/422 mm,22.5 in/572 mm,8.0 in/204 mm,6.8 in/172 mm,138033 lbf/614000 N,222561 lbf/990000 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",9217 lbf/41000 N,,5.5 in/140 mm
LSE704BXHSATL,7.2500 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,138033 lbf / 614000 N,222561 lbf / 990000 N,,1070 rpm,,7.2500 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE704BX,LS13HXTL,S13,,,9.764 in/248 mm,1.5 in/38 mm,19.5 in/495 mm,16.6 in/422 mm,22.5 in/572 mm,8.0 in/204 mm,7.9 in/200 mm,138033 lbf/614000 N,222561 lbf/990000 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,5.5 in/140 mm
LSE704BRHSATL,7.2500 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,138033 lbf / 614000 N,222561 lbf / 990000 N,9217 lbf / 41000 N,1070 rpm,,7.2500 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE704BR,LS13HRTL,S13,,,9.764 in/248 mm,1.5 in/38 mm,19.5 in/495 mm,16.6 in/422 mm,22.5 in/572 mm,8.0 in/204 mm,7.9 in/200 mm,138033 lbf/614000 N,222561 lbf/990000 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",9217 lbf/41000 N,,5.5 in/140 mm
