Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,CAD,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing UPC,Dimension H,Dimension H2,Dimension J1,Dimension J2,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Dimension K
LSE700BRHSAFQ,7 in,Felt Type ,Split Cylindrical Retained Type ,117993 lbf / 524400 N,186233 lbf / 827700 N,1220 rpm,,7 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE700BR,LSE700HR,SAFQ12,013992027504,7-7/8 in,16.75 in,24-3/8 in,21-5/8 in,28 in,7-1/2 in,6.8 in/172 mm,117993 lbf/524400 N,186233 lbf/827700 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4-1/2 in
LSE700BXHSAFQKPS,7 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,117993 lbf / 524400 N,186233 lbf / 827700 N,1220 rpm,,7 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE700BX,LSE700HX,SAFQ12,013992027511,7-7/8 in,16.75 in,24-3/8 in,21-5/8 in,28 in,7-1/2 in,6.8 in/172 mm,117993 lbf/524400 N,186233 lbf/827700 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4-1/2 in
LSE700BRHSAFQKPS,7 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,117993 lbf / 524400 N,186233 lbf / 827700 N,1220 rpm,,7 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE700BR,LSE700HR,SAFQ12,013992027504,7-7/8 in,16.75 in,24-3/8 in,21-5/8 in,28 in,7-1/2 in,6.8 in/172 mm,117993 lbf/524400 N,186233 lbf/827700 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4-1/2 in
LSE700BXHSAFQRSS,7 in,Viton Single Lip ,Split Cylindrical Expansion Type ,117993 lbf / 524400 N,186233 lbf / 827700 N,1220 rpm,,7 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE700BX,LSE700HX,SAFQ12,013992027511,7-7/8 in,16.75 in,24-3/8 in,21-5/8 in,28 in,7-1/2 in,6.8 in/172 mm,117993 lbf/524400 N,186233 lbf/827700 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4-1/2 in
LSE700BRHSAFQRSS,7 in,Viton Single Lip ,Split Cylindrical Retained Type ,117993 lbf / 524400 N,186233 lbf / 827700 N,1220 rpm,,7 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE700BR,LSE700HR,SAFQ12,013992027504,7-7/8 in,16.75 in,24-3/8 in,21-5/8 in,28 in,7-1/2 in,6.8 in/172 mm,117993 lbf/524400 N,186233 lbf/827700 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4-1/2 in
LSE700BXHSAFQHTPS,7 in,High Temperature Packing ,Split Cylindrical Expansion Type ,117993 lbf / 524400 N,186233 lbf / 827700 N,1220 rpm,,7 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE700BX,LSE700HX,SAFQ12,013992027511,7-7/8 in,16.75 in,24-3/8 in,21-5/8 in,28 in,7-1/2 in,6.8 in/172 mm,117993 lbf/524400 N,186233 lbf/827700 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4-1/2 in
LSE700BRHSAFQHTPS,7 in,High Temperature Packing ,Split Cylindrical Retained Type ,117993 lbf / 524400 N,186233 lbf / 827700 N,1220 rpm,,7 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE700BR,LSE700HR,SAFQ12,013992027504,7-7/8 in,16.75 in,24-3/8 in,21-5/8 in,28 in,7-1/2 in,6.8 in/172 mm,117993 lbf/524400 N,186233 lbf/827700 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4-1/2 in
LSE700BXHSAFQATL,7 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,117993 lbf / 524400 N,186233 lbf / 827700 N,1220 rpm,,7 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE700BX,LS12HXTL,SAFQ12,013992027511,7-7/8 in,16.75 in,24-3/8 in,21-5/8 in,28 in,7-1/2 in,7.9 in/200 mm,117993 lbf/524400 N,186233 lbf/827700 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4-1/2 in
LSE700BRHSAFQATL,7 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,117993 lbf / 524400 N,186233 lbf / 827700 N,1220 rpm,,7 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE700BR,LS12HRTL,SAFQ12,013992027504,7-7/8 in,16.75 in,24-3/8 in,21-5/8 in,28 in,7-1/2 in,7.9 in/200 mm,117993 lbf/524400 N,186233 lbf/827700 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4-1/2 in
LSE700BXHSAFQFS,7 in,Felt Type ,Split Cylindrical Expansion Type ,117993 lbf / 524400 N,186233 lbf / 827700 N,1220 rpm,,7 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE700BX,LSE700HX,SAFQ12,013992027511,7-7/8 in,16.75 in,24-3/8 in,21-5/8 in,28 in,7-1/2 in,6.8 in/172 mm,117993 lbf/524400 N,186233 lbf/827700 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4-1/2 in
LSE700BRHSAFQFS,7 in,Felt Type ,Split Cylindrical Retained Type ,117993 lbf / 524400 N,186233 lbf / 827700 N,1220 rpm,,7 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE700BR,LSE700HR,SAFQ12,013992027504,7-7/8 in,16.75 in,24-3/8 in,21-5/8 in,28 in,7-1/2 in,6.8 in/172 mm,117993 lbf/524400 N,186233 lbf/827700 N,1220 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4-1/2 in
LSE703BXHSAFQ,7 3/16 in,Felt Type ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7 3/16 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE703BX,LSE703HX,SAFQ13,013992105127,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE703BRHSAFQ,7 3/16 in,Felt Type ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7 3/16 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE703BR,LSE703HR,SAFQ13,013992105073,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE703BXHSAFQKPS,7 3/16 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7 3/16 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE703BX,LSE703HX,SAFQ13,013992105127,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE703BRHSAFQKPS,7 3/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7 3/16 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE703BR,LSE703HR,SAFQ13,013992105073,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE703BXHSAFQRSS,7 3/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7 3/16 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE703BX,LSE703HX,SAFQ13,013992105127,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE703BRHSAFQRSS,7 3/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7 3/16 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE703BR,LSE703HR,SAFQ13,013992105073,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE703BXHSAFQHTPS,7 3/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7 3/16 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE703BX,LSE703HX,SAFQ13,013992105127,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE703BRHSAFQHTPS,7 3/16 in,High Temperature Packing ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7 3/16 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE703BR,LSE703HR,SAFQ13,013992105073,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE703BXHSAFQATL,7 3/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7 3/16 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE703BX,LS13HXTL,SAFQ13,013992105127,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,7.9 in/200 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE703BRHSAFQATL,7 3/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7 3/16 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE703BR,LS13HRTL,SAFQ13,013992105073,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,7.9 in/200 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE703BXHSAFQFS,7 3/16 in,Felt Type ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7 3/16 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE703BX,LSE703HX,SAFQ13,013992105127,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE703BRHSAFQFS,7 3/16 in,Felt Type ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7 3/16 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE703BR,LSE703HR,SAFQ13,013992105073,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE704BXHSAFQ,7.2500 in,Felt Type ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.2500 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE704BX,LSE704HX,SAFQ13,013992105325,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE704BRHSAFQ,7.2500 in,Felt Type ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.2500 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE704BR,LSE704HR,SAFQ13,013992105271,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE704BXHSAFQKPS,7.2500 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.2500 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE704BX,LSE704HX,SAFQ13,013992105325,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE704BRHSAFQKPS,7.2500 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.2500 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE704BR,LSE704HR,SAFQ13,013992105271,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE704BXHSAFQRSS,7.2500 in,Viton Single Lip ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.2500 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE704BX,LSE704HX,SAFQ13,013992105325,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE704BRHSAFQRSS,7.2500 in,Viton Single Lip ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.2500 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE704BR,LSE704HR,SAFQ13,013992105271,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE704BXHSAFQHTPS,7.2500 in,High Temperature Packing ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.2500 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE704BX,LSE704HX,SAFQ13,013992105325,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE704BRHSAFQHTPS,7.2500 in,High Temperature Packing ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.2500 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE704BR,LSE704HR,SAFQ13,013992105271,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE704BXHSAFQATL,7.2500 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.2500 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE704BX,LS13HXTL,SAFQ13,013992105325,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,7.9 in/200 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE704BRHSAFQATL,7.2500 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.2500 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE704BR,LS13HRTL,SAFQ13,013992105271,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,7.9 in/200 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE704BXHSAFQFS,7.2500 in,Felt Type ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.2500 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE704BX,LSE704HX,SAFQ13,013992105325,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE704BRHSAFQFS,7.2500 in,Felt Type ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.2500 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE704BR,LSE704HR,SAFQ13,013992105271,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE708BXHSAFQ,7.5 in,Felt Type ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.5 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE708BX,LSE708HX,SAFQ13,013992027559,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE708BRHSAFQ,7.5 in,Felt Type ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.5 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE708BR,LSE708HR,SAFQ13,013992027542,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE708BXHSAFQKPS,7.5 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.5 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE708BX,LSE708HX,SAFQ13,013992027559,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE708BRHSAFQKPS,7.5 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.5 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE708BR,LSE708HR,SAFQ13,013992027542,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE708BXHSAFQRSS,7.5 in,Viton Single Lip ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.5 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE708BX,LSE708HX,SAFQ13,013992027559,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE708BRHSAFQRSS,7.5 in,Viton Single Lip ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.5 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE708BR,LSE708HR,SAFQ13,013992027542,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE708BXHSAFQHTPS,7.5 in,High Temperature Packing ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.5 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE708BX,LSE708HX,SAFQ13,013992027559,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
