Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Ca - Axial Load Rating,Maximum Speed,CAD,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing - Housing - Seal,Bearing UPC,Dimension H,Dimension H1,Dimension H2,Dimension J,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Ca - Axial Load Rating,Bearing - Housing - Seal UPC
LSE212BXHSHTPS,2 3/4 in,High Temperature Packing ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 3/4 in'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE212BX'],['LSE212HX'],['S04'],['LSE212BXHHTPS'],['013992026026'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992068330']
LSE212BRHSHTPS,2 3/4 in,High Temperature Packing ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 3/4 in'],['High Temperature Packing'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE212BR'],['LSE212HR'],['S04'],['LSE212BRHHTPS'],['013992026019'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",['013992067289']
LSE212BXHSATL,2 3/4 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 3/4 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE212BX'],['LS4HXTL'],['S04'],,,"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.5 in', '114 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE212BRHSATL,2 3/4 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 3/4 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE212BR'],['LS4HRTL'],['S04'],,,"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.5 in', '114 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",
LSE212BXHSFS,2 3/4 in,Felt Type ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 3/4 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE212BX'],['LSE212HX'],['S04'],['LSE212BXH'],['013992026026'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE212BRHSFS,2 3/4 in,Felt Type ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 3/4 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE212BR'],['LSE212HR'],['S04'],['LSE212BRH'],['013992026019'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",
LSM70BXHS,70 mm,Felt Type ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['70 mm'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSM70BX'],['LSM70HX'],['S04'],['LSM70BXH'],['013992030399'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSM70BRHS,70 mm,Felt Type ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['70 mm'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSM70BR'],['LSM70HR'],['S04'],['LSM70BRH'],['013992030368'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",
LSM70BXHSKPS,70 mm,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['70 mm'],['Kevlar Packing Seal'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSM70BX'],['LSM70HX'],['S04'],['LSM70BXHKPS'],['013992030399'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992101747']
LSM70BRHSKPS,70 mm,Kevlar Packing Seal ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['70 mm'],['Kevlar Packing Seal'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSM70BR'],['LSM70HR'],['S04'],['LSM70BRHKPS'],['013992030368'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",['013992100696']
LSM70BXHSRSS,70 mm,Viton Single Lip ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['70 mm'],['Viton Single Lip'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSM70BX'],['LSM70HX'],['S04'],['LSM70BXHRSS'],['013992030399'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992101792']
LSM70BRHSRSS,70 mm,Viton Single Lip ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['70 mm'],['Viton Single Lip'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSM70BR'],['LSM70HR'],['S04'],['LSM70BRHRSS'],['013992030368'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",['013992100740']
LSM70BXHSHTPS,70 mm,High Temperature Packing ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['70 mm'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSM70BX'],['LSM70HX'],['S04'],['LSM70BXHHTPS'],['013992030399'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992101693']
LSM70BRHSHTPS,70 mm,High Temperature Packing ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['70 mm'],['High Temperature Packing'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSM70BR'],['LSM70HR'],['S04'],['LSM70BRHHTPS'],['013992030368'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",['013992100641']
LSM70BXHSATL,70 mm,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['70 mm'],['Aluminium Triple Labyrinth'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSM70BX'],['LS4HXTL'],['S04'],,,"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.5 in', '114 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSM70BRHSATL,70 mm,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['70 mm'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSM70BR'],['LS4HRTL'],['S04'],,,"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.5 in', '114 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",
LSM70BXHSFS,70 mm,Felt Type ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['70 mm'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSM70BX'],['LSM70HX'],['S04'],['LSM70BXH'],['013992030399'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSM70BRHSFS,70 mm,Felt Type ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['70 mm'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSM70BR'],['LSM70HR'],['S04'],['LSM70BRH'],['013992030368'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",
LSE215BXHS,2 15/16 in,Felt Type ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 15/16 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE215BX'],['LSE215HX'],['S04'],['LSE215BXH'],['013992026071'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE215BRHS,2 15/16 in,Felt Type ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 15/16 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE215BR'],['LSE215HR'],['S04'],['LSE215BRH'],['013992026064'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",
LSE215BXHSKPS,2 15/16 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 15/16 in'],['Kevlar Packing Seal'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE215BX'],['LSE215HX'],['S04'],['LSE215BXHKPS'],['013992026071'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992070487']
LSE215BRHSKPS,2 15/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 15/16 in'],['Kevlar Packing Seal'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE215BR'],['LSE215HR'],['S04'],['LSE215BRHKPS'],['013992026064'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",['013992069436']
LSE215BXHSRSS,2 15/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 15/16 in'],['Viton Single Lip'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE215BX'],['LSE215HX'],['S04'],['LSE215BXHRSS'],['013992026071'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992070531']
LSE215BRHSRSS,2 15/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 15/16 in'],['Viton Single Lip'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE215BR'],['LSE215HR'],['S04'],['LSE215BRHRSS'],['013992026064'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",['013992069481']
LSE215BXHSHTPS,2 15/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 15/16 in'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE215BX'],['LSE215HX'],['S04'],['LSE215BXHHTPS'],['013992026071'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992070432']
LSE215BRHSHTPS,2 15/16 in,High Temperature Packing ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 15/16 in'],['High Temperature Packing'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE215BR'],['LSE215HR'],['S04'],['LSE215BRHHTPS'],['013992026064'],"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.4 in', '112 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",['013992069382']
LSE215BXHSATL,2 15/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,,3310 rpm,,['2 15/16 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE215BX'],['LS4HXTL'],['S04'],,,"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.5 in', '114 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE215BRHSATL,2 15/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,31024 lbf / 138000 N,36194 lbf / 161000 N,1708.53 lbf / 7600 N,3310 rpm,,['2 15/16 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M20'],['LSE215BR'],['LS4HRTL'],['S04'],,,"['3.74 in', '95 mm']","['1.5 in', '38 mm']","['8.2 in', '208 mm']","['10.6 in', '270 mm']","['13 in', '330 mm']","['3 in', '76 mm']","['4.5 in', '114 mm']","['31024 lbf', '138000 N']","['36194 lbf', '161000 N']",['3310 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1708.53 lbf', '7600 N']",
