Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension RAA,Dimension SAA,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QAAPX15A075S,22215 ,75 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['75 mm'],['Metric'],"['QAAPX15A075SB', 'QAAPX15A075SC', 'QAAPX15A075SEB', 'QAAPX15A075SEC', 'QAAPX15A075SEM', 'QAAPX15A075SEN', 'QAAPX15A075SEO', 'QAAPX15A075SET', 'QAAPX15A075SM', 'QAAPX15A075SN', 'QAAPX15A075SO', 'QAAPX15A075ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450007740', '0883450007818', '0883450007849', '0883450007917', '0883450007948', '0883450008013', '0883450008044', '0883450008112', '0883450008143', '0883450008211', '0883450267625', '0883450267847']","['3.5 in', '88.9 mm']","['6.83 in', '173.5 mm']","['4.29 in', '109 mm']","['9.06 in', '230.1 mm']","['10.44 in', '265.2 mm']","['2.75 in', '69.9 mm']","['13 in', '330.2 mm']","['4.25 in', '108 mm']","['1.54 in', '39.1 mm']","['0.75 in', '20 mm']","['4.5 in', '114.3 mm']","['2.37 in', '60.2 mm']","['0.84 in', '21.3 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPF18A080S,22218 ,80 mm,3.75 in / 95.3 mm,8.88 in / 225.6 mm,10.88 in / 276.4 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['80 mm'],['Metric'],"['QAAPF18A080SB', 'QAAPF18A080SC', 'QAAPF18A080SEB', 'QAAPF18A080SEC', 'QAAPF18A080SEM', 'QAAPF18A080SEN', 'QAAPF18A080SEO', 'QAAPF18A080SET', 'QAAPF18A080SM', 'QAAPF18A080SN', 'QAAPF18A080SO', 'QAAPF18A080ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450320092', '0883450320108', '0883450320115', '0883450320122', '0883450320139', '0883450320146', '0883450320153', '0883450320160', '0883450320177', '0883450320184', '0883450320191', '0883450320207']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['8.88 in', '225.6 mm']","['10.88 in', '276.4 mm']","['2 in', '50.8 mm']","['12.3 in', '312.4 mm']","['3.75 in', '95.3 mm']","['1.56 in', '39.6 mm']","['0.75 in', '20 mm']","['4.47 in', '113.5 mm']","['2.59 in', '65.8 mm']","['0.84 in', '21.3 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPR18A080S,22218 ,80 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['80 mm'],['Metric'],"['QAAPR18A080SB', 'QAAPR18A080SC', 'QAAPR18A080SEB', 'QAAPR18A080SEC', 'QAAPR18A080SEM', 'QAAPR18A080SEN', 'QAAPR18A080SEO', 'QAAPR18A080SET', 'QAAPR18A080SM', 'QAAPR18A080SN', 'QAAPR18A080SO', 'QAAPR18A080ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450321891', '0883450321907', '0883450321914', '0883450321921', '0883450321938', '0883450321945', '0883450321952', '0883450321969', '0883450321976', '0883450321983', '0883450321990', '0883450322003']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.25 in', '235 mm']","['11.25 in', '285.8 mm']","['2.38 in', '60.5 mm']","['13.63 in', '346.2 mm']","['3.75 in', '95.3 mm']","['1.56 in', '39.6 mm']","['0.75 in', '20 mm']","['4.47 in', '113.5 mm']","['2.59 in', '65.8 mm']","['0.84 in', '21.3 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPX18A080S,22218 ,80 mm,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['80 mm'],['Metric'],"['QAAPX18A080SB', 'QAAPX18A080SC', 'QAAPX18A080SEB', 'QAAPX18A080SEC', 'QAAPX18A080SEM', 'QAAPX18A080SEN', 'QAAPX18A080SEO', 'QAAPX18A080SET', 'QAAPX18A080SM', 'QAAPX18A080SN', 'QAAPX18A080SO', 'QAAPX18A080ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450010849', '0883450010917', '0883450010948', '0883450011013', '0883450011044', '0883450011112', '0883450011143', '0883450011211', '0883450011242', '0883450011310', '0883450267656', '0883450267878']","['4 in', '101.6 mm']","['7.92 in', '201.2 mm']","['5.13 in', '130.3 mm']","['10.81 in', '274.6 mm']","['12.19 in', '309.6 mm']","['3 in', '76.2 mm']","['15 in', '381 mm']","['4.75 in', '120.7 mm']","['1.5 in', '38.1 mm']","['0.75 in', '20 mm']","['4.97 in', '126.2 mm']","['2.59 in', '65.8 mm']","['0.84 in', '21.3 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPF18A085S,22218 ,85 mm,3.75 in / 95.3 mm,8.88 in / 225.6 mm,10.88 in / 276.4 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['85 mm'],['Metric'],"['QAAPF18A085SB', 'QAAPF18A085SC', 'QAAPF18A085SEB', 'QAAPF18A085SEC', 'QAAPF18A085SEM', 'QAAPF18A085SEN', 'QAAPF18A085SEO', 'QAAPF18A085SET', 'QAAPF18A085SM', 'QAAPF18A085SN', 'QAAPF18A085SO', 'QAAPF18A085ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450320214', '0883450320221', '0883450320238', '0883450320245', '0883450320252', '0883450320269', '0883450320276', '0883450320283', '0883450320290', '0883450320306', '0883450320313', '0883450320320']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['8.88 in', '225.6 mm']","['10.88 in', '276.4 mm']","['2 in', '50.8 mm']","['12.3 in', '312.4 mm']","['3.75 in', '95.3 mm']","['1.56 in', '39.6 mm']","['0.751 in', '20 mm']","['4.47 in', '113.5 mm']","['2.59 in', '65.8 mm']","['0.84 in', '21.3 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPR18A085S,22218 ,85 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['85 mm'],['Metric'],"['QAAPR18A085S', 'QAAPR18A085SB', 'QAAPR18A085SC', 'QAAPR18A085SEB', 'QAAPR18A085SEC', 'QAAPR18A085SEM', 'QAAPR18A085SEN', 'QAAPR18A085SEO', 'QAAPR18A085SET', 'QAAPR18A085SM', 'QAAPR18A085SN', 'QAAPR18A085SO', 'QAAPR18A085ST']",['Double Concentric'],['Four-Bolt Pillow Block'],,"['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.25 in', '235 mm']","['11.25 in', '285.8 mm']","['2.38 in', '60.5 mm']","['13.63 in', '346.2 mm']","['3.75 in', '95.3 mm']","['1.56 in', '39.6 mm']","['0.75 in', '20 mm']","['4.47 in', '113.5 mm']","['2.59 in', '65.8 mm']","['0.84 in', '21.3 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPX18A085S,22218 ,85 mm,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['85 mm'],['Metric'],"['QAAPX18A085SB', 'QAAPX18A085SC', 'QAAPX18A085SEB', 'QAAPX18A085SEC', 'QAAPX18A085SEM', 'QAAPX18A085SEN', 'QAAPX18A085SEO', 'QAAPX18A085SET', 'QAAPX18A085SM', 'QAAPX18A085SN', 'QAAPX18A085SO', 'QAAPX18A085ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450322379', '0883450322386', '0883450322393', '0883450322409', '0883450322416', '0883450322423', '0883450322430', '0883450322447', '0883450322454', '0883450322461', '0883450322478', '0883450322485']","['4 in', '101.6 mm']","['7.92 in', '201.2 mm']","['5.13 in', '130.3 mm']","['10.81 in', '274.6 mm']","['12.19 in', '309.6 mm']","['3 in', '76.2 mm']","['15 in', '381 mm']","['4.75 in', '120.7 mm']","['1.5 in', '38.1 mm']","['0.75 in', '20 mm']","['4.97 in', '126.2 mm']","['2.59 in', '65.8 mm']","['0.84 in', '21.3 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPF18A090S,22218 ,90 mm,3.75 in / 95.3 mm,8.88 in / 225.6 mm,10.88 in / 276.4 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['90 mm'],['Metric'],"['QAAPF18A090SB', 'QAAPF18A090SC', 'QAAPF18A090SEB', 'QAAPF18A090SEC', 'QAAPF18A090SEM', 'QAAPF18A090SEN', 'QAAPF18A090SEO', 'QAAPF18A090SET', 'QAAPF18A090SM', 'QAAPF18A090SN', 'QAAPF18A090SO', 'QAAPF18A090ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450027403', '0883450027410', '0883450027434', '0883450027441', '0883450027458', '0883450027465', '0883450027472', '0883450027489', '0883450189569', '0883450189699', '0883450266901', '0883450267045']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['8.88 in', '225.6 mm']","['10.88 in', '276.4 mm']","['2 in', '50.8 mm']","['12.3 in', '312.4 mm']","['3.75 in', '95.3 mm']","['1.56 in', '39.6 mm']","['0.752 in', '20 mm']","['4.47 in', '113.5 mm']","['2.59 in', '65.8 mm']","['0.84 in', '21.3 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPR18A090S,22218 ,90 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['90 mm'],['Metric'],"['QAAPR18A090SB', 'QAAPR18A090SC', 'QAAPR18A090SEB', 'QAAPR18A090SEC', 'QAAPR18A090SEM', 'QAAPR18A090SEN', 'QAAPR18A090SEO', 'QAAPR18A090SET', 'QAAPR18A090SM', 'QAAPR18A090SN', 'QAAPR18A090SO', 'QAAPR18A090ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450030304', '0883450030311', '0883450030335', '0883450030342', '0883450030359', '0883450030366', '0883450030373', '0883450030380', '0883450190046', '0883450190152', '0883450267403', '0883450267519']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.25 in', '235 mm']","['11.25 in', '285.8 mm']","['2.38 in', '60.5 mm']","['13.63 in', '346.2 mm']","['3.75 in', '95.3 mm']","['1.56 in', '39.6 mm']","['0.75 in', '20 mm']","['4.47 in', '113.5 mm']","['2.59 in', '65.8 mm']","['0.84 in', '21.3 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPX18A090S,22218 ,90 mm,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['90 mm'],['Metric'],"['QAAPX18A090SB', 'QAAPX18A090SC', 'QAAPX18A090SEB', 'QAAPX18A090SEC', 'QAAPX18A090SEM', 'QAAPX18A090SEN', 'QAAPX18A090SEO', 'QAAPX18A090SET', 'QAAPX18A090SM', 'QAAPX18A090SN', 'QAAPX18A090SO', 'QAAPX18A090ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450011341', '0883450011419', '0883450011440', '0883450011518', '0883450011525', '0883450011532', '0883450011549', '0883450011556', '0883450011563', '0883450011938', '0883450267687', '0883450267908']","['4 in', '101.6 mm']","['7.92 in', '201.2 mm']","['5.13 in', '130.3 mm']","['10.81 in', '274.6 mm']","['12.19 in', '309.6 mm']","['3 in', '76.2 mm']","['15 in', '381 mm']","['4.75 in', '120.7 mm']","['1.5 in', '38.1 mm']","['0.75 in', '20 mm']","['4.97 in', '126.2 mm']","['2.59 in', '65.8 mm']","['0.84 in', '21.3 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPF20A100S,22220 ,100 mm,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['100 mm'],['Metric'],"['QAAPF20A100SB', 'QAAPF20A100SC', 'QAAPF20A100SEB', 'QAAPF20A100SEC', 'QAAPF20A100SEM', 'QAAPF20A100SEN', 'QAAPF20A100SEO', 'QAAPF20A100SET', 'QAAPF20A100SM', 'QAAPF20A100SN', 'QAAPF20A100SO', 'QAAPF20A100ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450299404', '0883450299411', '0883450299428', '0883450299435', '0883450299442', '0883450299459', '0883450299466', '0883450299473', '0883450299480', '0883450299497', '0883450299503', '0883450299510']","['4.25 in', '108 mm']","['8.78 in', '223 mm']","['6 in', '152.4 mm']","['10.88 in', '276.4 mm']","['13.38 in', '339.9 mm']","['2-1/4 in', '57.2 mm']","['14.88 in', '378 mm']","['4.31 in', '109.5 mm']","['1.4 in', '35.6 mm']","['0.757 in', '20 mm']","['5.13 in', '130.3 mm']","['2.97 in', '75.4 mm']","['0.99 in', '25.1 mm']","['5.94 in', '150.9 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPX20A100S,22220 ,100 mm,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['100 mm'],['Metric'],"['QAAPX20A100SB', 'QAAPX20A100SC', 'QAAPX20A100SEB', 'QAAPX20A100SEC', 'QAAPX20A100SEM', 'QAAPX20A100SEN', 'QAAPX20A100SEO', 'QAAPX20A100SET', 'QAAPX20A100SM', 'QAAPX20A100SN', 'QAAPX20A100SO', 'QAAPX20A100ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450013161', '0883450013185', '0883450013239', '0883450013246', '0883450013253', '0883450013260', '0883450013277', '0883450013291', '0883450013345', '0883450013352', '0883450267731', '0883450267953']","['5 in', '127 mm']","['9.44 in', '239.8 mm']","['6 in', '152.4 mm']","['12.5 in', '317.5 mm']","['14 in', '355.6 mm']","['3.5 in', '88.9 mm']","['16.75 in', '425.5 mm']","['5.5 in', '139.7 mm']","['1.63 in', '41.4 mm']","['0.875 in', '24 mm']","['5.71 in', '145 mm']","['2.96 in', '75.2 mm']","['1 in', '25.4 mm']","['5.92 in', '150.4 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPR20A100S,22220 ,100 mm,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['100 mm'],['Metric'],,['Double Concentric'],['Four-Bolt Pillow Block'],,"['4.25 in', '108 mm']","['8.78 in', '223 mm']","['6 in', '152.4 mm']","['10.88 in', '276.4 mm']","['13.38 in', '339.9 mm']","['2-1/4 in', '57.2 mm']","['14.88 in', '378 mm']","['4.31 in', '109.5 mm']","['1.4 in', '35.6 mm']","['0.75 in', '20 mm']","['5.13 in', '130.3 mm']","['2.97 in', '75.4 mm']","['0.99 in', '25.1 mm']","['5.94 in', '150.82 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPF22A110S,22222 ,110 mm,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,['Mounted Bearing'],['22222'],['110 mm'],['Metric'],"['QAAPF22A110SB', 'QAAPF22A110SC', 'QAAPF22A110SEB', 'QAAPF22A110SEC', 'QAAPF22A110SEM', 'QAAPF22A110SEN', 'QAAPF22A110SEO', 'QAAPF22A110SET', 'QAAPF22A110SM', 'QAAPF22A110SN', 'QAAPF22A110SO', 'QAAPF22A110ST', 'QAAPF22A110STHT']",['Double Concentric'],['Four-Bolt Pillow Block'],,"['4.75 in', '120.7 mm']","['9.19 in', '233.4 mm']","['6.3 in', '160 mm']","['11.88 in', '301.8 mm']","['14.5 in', '368.3 mm']","['2-1/2 in', '63.5 mm']","['16.13 in', '409.7 mm']","['4.75 in', '120.7 mm']","['1.58 in', '40.1 mm']","['0.762 in', '20 mm']","['5.51 in', '140 mm']","['3.13 in', '79.5 mm']","['1.13 in', '28.7 mm']","['6.25 in', '158.8 mm']","['147000 lbf', '653000 N']","['125000 lbf', '555000 N']",['0.25'],['2.73'],['4.06'],['900 rpm'],['1700 rpm'],['600 rpm'],['900 rpm'],['1200 rpm'],['600 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPR22A110S,22222 ,110 mm,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,['Mounted Bearing'],['22222'],['110 mm'],['Metric'],,['Double Concentric'],['Four-Bolt Pillow Block'],,"['4.75 in', '120.7 mm']","['9.19 in', '233.4 mm']","['6.13 in', '155.6 mm']","['11.88 in', '301.8 mm']","['14.5 in', '368.3 mm']","['2-1/2 in', '63.5 mm']","['16.13 in', '409.7 mm']","['4.75 in', '120.7 mm']","['1.58 in', '40.1 mm']","['0.75 in', '20 mm']","['5.5 in', '139.7 mm']","['3.13 in', '79.4 mm']","['1.13 in', '28.6 mm']","['6.25 in', '158.75 mm']","['147000 lbf', '653000 N']","['125000 lbf', '555000 N']",['0.25'],['2.73'],['4.06'],['900 rpm'],['1700 rpm'],['600 rpm'],['900 rpm'],['1200 rpm'],['600 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0053'],['0.0067'],"['0.0053 in', '0.135 mm']","['0.0067 in', '0.170 mm']"
QAAPF22A115S,22222 ,115 mm,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,['Mounted Bearing'],['22222'],['115 mm'],['Metric'],"['QAAPF22A115SB', 'QAAPF22A115SC', 'QAAPF22A115SEB', 'QAAPF22A115SEC', 'QAAPF22A115SEM', 'QAAPF22A115SEN', 'QAAPF22A115SEO', 'QAAPF22A115SET', 'QAAPF22A115SM', 'QAAPF22A115SN', 'QAAPF22A115SO', 'QAAPF22A115ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450299640', '0883450299657', '0883450299664', '0883450299671', '0883450299688', '0883450299695', '0883450299701', '0883450299718', '0883450299725', '0883450299732', '0883450299749', '0883450299756']","['4.75 in', '120.7 mm']","['9.19 in', '233.4 mm']","['6.3 in', '160 mm']","['11.88 in', '301.8 mm']","['14.5 in', '368.3 mm']","['2-1/2 in', '63.5 mm']","['16.13 in', '409.7 mm']","['4.75 in', '120.7 mm']","['1.58 in', '40.1 mm']","['0.76 in', '20 mm']","['5.51 in', '140 mm']","['3.13 in', '79.5 mm']","['1.13 in', '28.7 mm']","['6.25 in', '158.8 mm']","['147000 lbf', '653000 N']","['125000 lbf', '555000 N']",['0.25'],['2.73'],['4.06'],['900 rpm'],['1700 rpm'],['600 rpm'],['900 rpm'],['1200 rpm'],['600 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPX22A115S,22222 ,115 mm,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,['Mounted Bearing'],['22222'],['115 mm'],['Metric'],"['QAAPX22A115SB', 'QAAPX22A115SC', 'QAAPX22A115SEB', 'QAAPX22A115SEC', 'QAAPX22A115SEM', 'QAAPX22A115SEN', 'QAAPX22A115SEO', 'QAAPX22A115SET', 'QAAPX22A115SM', 'QAAPX22A115SN', 'QAAPX22A115SO', 'QAAPX22A115ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450304306', '0883450304313', '0883450304320', '0883450304337', '0883450304344', '0883450304351', '0883450304368', '0883450304375', '0883450304382', '0883450304399', '0883450304405', '0883450304412']","['5-3/4 in', '146.1 mm']","['10.78 in', '273.8 mm']","['6.29 in', '159.8 mm']","['13.94 in', '354.1 mm']","['15.56 in', '395.2 mm']","['4 in', '101.6 mm']","['18.5 in', '469.9 mm']","['6-1/4 in', '158.8 mm']","['1.8 in', '45.7 mm']","['1 in', '24 mm']","['6.25 in', '158.8 mm']","['3.13 in', '79.5 mm']","['1.13 in', '28.7 mm']","['6.25 in', '158.8 mm']","['147000 lbf', '653000 N']","['125000 lbf', '555000 N']",['0.25'],['2.73'],['4.06'],['900 rpm'],['1700 rpm'],['600 rpm'],['900 rpm'],['1200 rpm'],['600 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPR22A115S,22222 ,115 mm,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,['Mounted Bearing'],['22222'],['115 mm'],['Metric'],,['Double Concentric'],['Four-Bolt Pillow Block'],,"['4.75 in', '120.7 mm']","['9.19 in', '233.4 mm']","['6.13 in', '155.6 mm']","['11.88 in', '301.8 mm']","['14.5 in', '368.3 mm']","['2-1/2 in', '63.5 mm']","['16.13 in', '409.7 mm']","['4.75 in', '120.7 mm']","['1.58 in', '40.1 mm']","['0.75 in', '20 mm']","['5.5 in', '139.7 mm']","['3.13 in', '79.4 mm']","['1.13 in', '28.6 mm']","['6.25 in', '158.75 mm']","['147000 lbf', '653000 N']","['125000 lbf', '555000 N']",['0.25'],['2.73'],['4.06'],['900 rpm'],['1700 rpm'],['600 rpm'],['900 rpm'],['1200 rpm'],['600 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0053'],['0.0067'],"['0.0053 in', '0.135 mm']","['0.0067 in', '0.170 mm']"
