Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension RAA,Dimension SAA,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QAAP18A080S,22218 ,80 mm,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['80 mm'],['Metric'],"['QAAP18A080SB', 'QAAP18A080SC', 'QAAP18A080SEB', 'QAAP18A080SEC', 'QAAP18A080SEM', 'QAAP18A080SEN', 'QAAP18A080SEO', 'QAAP18A080SET', 'QAAP18A080SM', 'QAAP18A080SN', 'QAAP18A080SO', 'QAAP18A080ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450319256', '0883450319263', '0883450319270', '0883450319287', '0883450319294', '0883450319300', '0883450319317', '0883450319324', '0883450319331', '0883450319348', '0883450319355', '0883450319362']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.38 in', '238.3 mm']","['11.25 in', '285.8 mm']","['13.5 in', '342.9 mm']","['3.41 in', '86.6 mm']","['1.88 in', '47.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPL18A080S,22218 ,80 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['80 mm'],['Metric'],"['QAAPL18A080SB', 'QAAPL18A080SC', 'QAAPL18A080SEB', 'QAAPL18A080SEC', 'QAAPL18A080SEM', 'QAAPL18A080SEN', 'QAAPL18A080SEO', 'QAAPL18A080SET', 'QAAPL18A080SM', 'QAAPL18A080SN', 'QAAPL18A080SO', 'QAAPL18A080ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450321051', '0883450321068', '0883450321075', '0883450321082', '0883450321099', '0883450321105', '0883450321112', '0883450321129', '0883450321136', '0883450321143', '0883450321150', '0883450321167']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.25 in', '235 mm']","['10.75 in', '273.1 mm']","['13 in', '330.2 mm']","['3.41 in', '86.6 mm']","['1.88 in', '47.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAASN18A080S,22218 ,80 mm,3.94 in / 100 mm,10.98 in / 279 mm,11.5 in / 292 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['80 mm'],['Metric'],"['QAASN18A080SB', 'QAASN18A080SC', 'QAASN18A080SEB', 'QAASN18A080SEC', 'QAASN18A080SEM', 'QAASN18A080SEN', 'QAASN18A080SEO', 'QAASN18A080SET', 'QAASN18A080SM', 'QAASN18A080SN', 'QAASN18A080SO', 'QAASN18A080ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450350303', '0883450350310', '0883450350327', '0883450350334', '0883450350341', '0883450350358', '0883450350365', '0883450350372', '0883450350389', '0883450350396', '0883450350402', '0883450350419']","['3.94 in', '100 mm']","['7.87 in', '200 mm']","['5.12 in', '130 mm']","['10.98 in', '279 mm']","['11.5 in', '292 mm']","['13.58 in', '345 mm']","['3.39 in', '86 mm']","['1.54 in', '39 mm']","['0.75 in', '20 mm']","['4.29 in', '109 mm']","['2.59 in', '65.8 mm']","['0.91 in', '23 mm']","['5.2 in', '132 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPMD18A080S,22218 ,80 mm,4 in / 101.6 mm,10.32 in / 262.1 mm,11.62 in / 295.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['80 mm'],['Metric'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['4 in', '101.6 mm']","['7.9 in', '200.7 mm']","['5.13 in', '130.3 mm']","['10.32 in', '262.1 mm']","['11.62 in', '295.1 mm']","['14 in', '355.6 mm']","['3.41 in', '86.6 mm']","['2 in', '50.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAP18A085S,22218 ,85 mm,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['85 mm'],['Metric'],"['QAAP18A085SB', 'QAAP18A085SC', 'QAAP18A085SEB', 'QAAP18A085SEC', 'QAAP18A085SEM', 'QAAP18A085SEN', 'QAAP18A085SEO', 'QAAP18A085SET', 'QAAP18A085SM', 'QAAP18A085SN', 'QAAP18A085SO', 'QAAP18A085ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450319379', '0883450319386', '0883450319393', '0883450319409', '0883450319416', '0883450319423', '0883450319430', '0883450319447', '0883450319454', '0883450319461', '0883450319478', '0883450319485']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.38 in', '238.3 mm']","['11.25 in', '285.8 mm']","['13.5 in', '342.9 mm']","['3.41 in', '86.6 mm']","['1.88 in', '47.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPL18A085S,22218 ,85 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['85 mm'],['Metric'],"['QAAPL18A085SB', 'QAAPL18A085SC', 'QAAPL18A085SEB', 'QAAPL18A085SEC', 'QAAPL18A085SEM', 'QAAPL18A085SEN', 'QAAPL18A085SEO', 'QAAPL18A085SET', 'QAAPL18A085SM', 'QAAPL18A085SN', 'QAAPL18A085SO', 'QAAPL18A085ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450321174', '0883450321181', '0883450321198', '0883450321204', '0883450321211', '0883450321228', '0883450321235', '0883450321242', '0883450321259', '0883450321266', '0883450321273', '0883450321280']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.25 in', '235 mm']","['10.75 in', '273.1 mm']","['13 in', '330.2 mm']","['3.41 in', '86.6 mm']","['1.88 in', '47.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAASN18A085S,22218 ,85 mm,4.41 in / 112 mm,10.98 in / 279 mm,11.5 in / 292 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['85 mm'],['Metric'],"['QAASN18A085SB', 'QAASN18A085SC', 'QAASN18A085SEB', 'QAASN18A085SEC', 'QAASN18A085SEM', 'QAASN18A085SEN', 'QAASN18A085SEO', 'QAASN18A085SET', 'QAASN18A085SM', 'QAASN18A085SN', 'QAASN18A085SO', 'QAASN18A085ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450350426', '0883450350433', '0883450350440', '0883450350457', '0883450350464', '0883450350471', '0883450350488', '0883450350495', '0883450350501', '0883450350518', '0883450350525', '0883450350532']","['4.41 in', '112 mm']","['8.35 in', '212 mm']","['5.12 in', '130 mm']","['10.98 in', '279 mm']","['11.5 in', '292 mm']","['13.58 in', '345 mm']","['3.39 in', '86 mm']","['1.54 in', '39 mm']","['0.75 in', '20 mm']","['4.29 in', '109 mm']","['2.59 in', '65.8 mm']","['0.91 in', '23 mm']","['5.2 in', '132 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPMD18A085S,22218 ,85 mm,4 in / 101.6 mm,10.32 in / 262.1 mm,11.62 in / 295.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['85 mm'],['Metric'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['4 in', '101.6 mm']","['7.9 in', '200.7 mm']","['5.13 in', '130.3 mm']","['10.32 in', '262.1 mm']","['11.62 in', '295.1 mm']","['14 in', '355.6 mm']","['3.41 in', '86.6 mm']","['2 in', '50.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAP18A090S,22218 ,90 mm,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['90 mm'],['Metric'],"['QAAP18A090SB', 'QAAP18A090SC', 'QAAP18A090SEB', 'QAAP18A090SEC', 'QAAP18A090SEM', 'QAAP18A090SEN', 'QAAP18A090SEO', 'QAAP18A090SET', 'QAAP18A090SM', 'QAAP18A090SN', 'QAAP18A090SO', 'QAAP18A090ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450026307', '0883450026314', '0883450026338', '0883450026345', '0883450026352', '0883450026369', '0883450026376', '0883450026383', '0883450188272', '0883450188432', '0883450265775', '0883450265935']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.38 in', '238.3 mm']","['11.25 in', '285.8 mm']","['13.5 in', '342.9 mm']","['3.41 in', '86.6 mm']","['1.88 in', '47.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPL18A090S,22218 ,90 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['90 mm'],['Metric'],"['QAAPL18A090SB', 'QAAPL18A090SC', 'QAAPL18A090SEB', 'QAAPL18A090SEC', 'QAAPL18A090SEM', 'QAAPL18A090SEN', 'QAAPL18A090SEO', 'QAAPL18A090SET', 'QAAPL18A090SM', 'QAAPL18A090SN', 'QAAPL18A090SO', 'QAAPL18A090ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450029209', '0883450029216', '0883450029230', '0883450029247', '0883450029254', '0883450029261', '0883450029278', '0883450029285', '0883450188913', '0883450189071', '0883450266413', '0883450266574']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.25 in', '235 mm']","['10.75 in', '273.1 mm']","['13 in', '330.2 mm']","['3.41 in', '86.6 mm']","['1.88 in', '47.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAASN18A090S,22218 ,90 mm,4.41 in / 112 mm,11.42 in / 290 mm,12.87 in / 327 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['90 mm'],['Metric'],"['QAASN18A090SB', 'QAASN18A090SC', 'QAASN18A090SEB', 'QAASN18A090SEC', 'QAASN18A090SEM', 'QAASN18A090SEN', 'QAASN18A090SEO', 'QAASN18A090SET', 'QAASN18A090SM', 'QAASN18A090SN', 'QAASN18A090SO', 'QAASN18A090ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450350549', '0883450350556', '0883450350563', '0883450350570', '0883450350587', '0883450350594', '0883450350600', '0883450350617', '0883450350624', '0883450350631', '0883450350648', '0883450350655']","['4.41 in', '112 mm']","['8.35 in', '212 mm']","['5.12 in', '130 mm']","['11.42 in', '290 mm']","['12.87 in', '327 mm']","['14.96 in', '380 mm']","['3.39 in', '86 mm']","['1.54 in', '39 mm']","['0.875 in', '24 mm']","['4.29 in', '109 mm']","['2.59 in', '65.8 mm']","['0.91 in', '23 mm']","['5.2 in', '132 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPMD18A090S,22218 ,90 mm,4 in / 101.6 mm,10.32 in / 262.1 mm,11.62 in / 295.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['90 mm'],['Metric'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['4 in', '101.6 mm']","['7.9 in', '200.7 mm']","['5.13 in', '130.3 mm']","['10.32 in', '262.1 mm']","['11.62 in', '295.1 mm']","['14 in', '355.6 mm']","['3.41 in', '86.6 mm']","['2 in', '50.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAP20A100S,22220 ,100 mm,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['100 mm'],['Metric'],"['QAAP20A100SB', 'QAAP20A100SC', 'QAAP20A100SEB', 'QAAP20A100SEC', 'QAAP20A100SEM', 'QAAP20A100SEN', 'QAAP20A100SEO', 'QAAP20A100SET', 'QAAP20A100SM', 'QAAP20A100SN', 'QAAP20A100SO', 'QAAP20A100ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450298445', '0883450298452', '0883450298469', '0883450298476', '0883450298483', '0883450298490', '0883450298506', '0883450298513', '0883450298520', '0883450298537', '0883450298544', '0883450298551']","['4.13 in', '104.9 mm']","['8.26 in', '209.8 mm']","['6 in', '152.4 mm']","['10.04 in', '255 mm']","['12.6 in', '320 mm']","['14.25 in', '362 mm']","['3.73 in', '94.7 mm']","['2 in', '50.8 mm']","['1 in', '24 mm']","['4.84 in', '122.9 mm']","['2.97 in', '75.4 mm']","['1.11 in', '28.2 mm']","['5.94 in', '150.9 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPL20A100S,22220 ,100 mm,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['100 mm'],['Metric'],"['QAAPL20A100SB', 'QAAPL20A100SC', 'QAAPL20A100SEB', 'QAAPL20A100SEC', 'QAAPL20A100SEM', 'QAAPL20A100SEN', 'QAAPL20A100SEO', 'QAAPL20A100SET', 'QAAPL20A100SM', 'QAAPL20A100SN', 'QAAPL20A100SO', 'QAAPL20A100ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450298926', '0883450298933', '0883450298940', '0883450298957', '0883450298964', '0883450298971', '0883450298988', '0883450298995', '0883450299008', '0883450299015', '0883450299022', '0883450299039']","['4.25 in', '108 mm']","['8.38 in', '212.9 mm']","['6 in', '152.4 mm']","['10.04 in', '255 mm']","['12.6 in', '320 mm']","['14.25 in', '362 mm']","['3.73 in', '94.7 mm']","['2.13 in', '54.1 mm']","['1 in', '24 mm']","['4.84 in', '122.9 mm']","['2.97 in', '75.4 mm']","['1.11 in', '28.2 mm']","['5.94 in', '150.9 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAASN20A100S,22220 ,100 mm,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['100 mm'],['Metric'],"['QAASN20A100SB', 'QAASN20A100SC', 'QAASN20A100SEB', 'QAASN20A100SEC', 'QAASN20A100SEM', 'QAASN20A100SEN', 'QAASN20A100SEO', 'QAASN20A100SET', 'QAASN20A100SM', 'QAASN20A100SN', 'QAASN20A100SO', 'QAASN20A100ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450351140', '0883450351157', '0883450351164', '0883450351171', '0883450351188', '0883450351195', '0883450351201', '0883450351218', '0883450351225', '0883450351232', '0883450351249', '0883450351256']","['4.92 in', '125 mm']","['9.49 in', '241 mm']","['5.98 in', '152 mm']","['12.56 in', '319 mm']","['14.41 in', '366 mm']","['16.14 in', '410 mm']","['3.98 in', '101 mm']","['1.97 in', '50 mm']","['0.875 in', '24 mm']","['4.96 in', '126 mm']","['2.97 in', '75.4 mm']","['0.98 in', '25 mm']","['5.91 in', '150 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAASN22A110S,22222 ,110 mm,5.51 in / 140 mm,13.07 in / 332 mm,14.37 in / 365 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,['Mounted Bearing'],['22222'],['110 mm'],['Metric'],"['QAASN22A110SB', 'QAASN22A110SC', 'QAASN22A110SEB', 'QAASN22A110SEC', 'QAASN22A110SEM', 'QAASN22A110SEN', 'QAASN22A110SEO', 'QAASN22A110SET', 'QAASN22A110SM', 'QAASN22A110SN', 'QAASN22A110SO', 'QAASN22A110ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450351799', '0883450351805', '0883450351812', '0883450351829', '0883450351836', '0883450351843', '0883450351850', '0883450351867', '0883450351874', '0883450351881', '0883450351898', '0883450351904']","['5.51 in', '140 mm']","['10.04 in', '255 mm']","['6.3 in', '160 mm']","['13.07 in', '332 mm']","['14.37 in', '365 mm']","['16.14 in', '410 mm']","['4.13 in', '105 mm']","['1.54 in', '39 mm']","['0.875 in', '24 mm']","['5.24 in', '133 mm']","['3.15 in', '80 mm']","['1.1 in', '28 mm']","['6.3 in', '160 mm']","['147000 lbf', '653000 N']","['125000 lbf', '555000 N']",['0.25'],['2.73'],['4.06'],['900 rpm'],['1700 rpm'],['600 rpm'],['900 rpm'],['1200 rpm'],['600 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAASN22A115S,22222 ,115 mm,5.91 in / 150 mm,14.45 in / 367 mm,15.75 in / 400 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,['Mounted Bearing'],['22222'],['115 mm'],['Metric'],"['QAASN22A115SB', 'QAASN22A115SC', 'QAASN22A115SEB', 'QAASN22A115SEC', 'QAASN22A115SEM', 'QAASN22A115SEN', 'QAASN22A115SEO', 'QAASN22A115SET', 'QAASN22A115SM', 'QAASN22A115SN', 'QAASN22A115SO', 'QAASN22A115ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450351911', '0883450351928', '0883450351935', '0883450351942', '0883450351959', '0883450351966', '0883450351973', '0883450351980', '0883450351997', '0883450352000', '0883450352017', '0883450352024']","['5.91 in', '150 mm']","['10.43 in', '265 mm']","['6.3 in', '160 mm']","['14.45 in', '367 mm']","['15.75 in', '400 mm']","['17.52 in', '445 mm']","['4.13 in', '105 mm']","['1.93 in', '49 mm']","['0.875 in', '24 mm']","['5.24 in', '133 mm']","['3.15 in', '80 mm']","['1.1 in', '28 mm']","['6.3 in', '160 mm']","['147000 lbf', '653000 N']","['125000 lbf', '555000 N']",['0.25'],['2.73'],['4.06'],['900 rpm'],['1700 rpm'],['600 rpm'],['900 rpm'],['1200 rpm'],['600 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAASN26A125S,22226 ,125 mm,5.91 in / 150 mm,15.83 in / 402 mm,17.13 in / 435 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,['Mounted Bearing'],['22226'],['125 mm'],['Metric'],"['QAASN26A125SB', 'QAASN26A125SC', 'QAASN26A125SEB', 'QAASN26A125SEC', 'QAASN26A125SEM', 'QAASN26A125SEN', 'QAASN26A125SEO', 'QAASN26A125SET', 'QAASN26A125SM', 'QAASN26A125SN', 'QAASN26A125SO', 'QAASN26A125ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450352284', '0883450352291', '0883450352307', '0883450352314', '0883450352321', '0883450352338', '0883450352345', '0883450352352', '0883450352369', '0883450352376', '0883450352383', '0883450352390']","['5.91 in', '150 mm']","['11.1 in', '282 mm']","['6.89 in', '175 mm']","['15.83 in', '402 mm']","['17.13 in', '435 mm']","['19.69 in', '500 mm']","['4.45 in', '113 mm']","['1.93 in', '49 mm']","['1.25 in', '30 mm']","['5.94 in', '151 mm']","['3.7 in', '94 mm']","['1.5 in', '38 mm']","['7.4 in', '188 mm']","['212000 lbf', '945000 N']","['170000 lbf', '757000 N']",['0.26'],['2.62'],['3.9'],['700 rpm'],['1500 rpm'],['400 rpm'],['700 rpm'],['1000 rpm'],['400 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0037'],['0.0057'],"['0.0037 in', '0.095 mm']","['0.0057 in', '0.145 mm']"
