Part Number,Shaft Size d,Total Width,Static Load Rating,Dynamic Load Rating,Seal Type,Housing Construction,CAD,Series,Shaft Size d,Bearing Type,Bearing Number,Seal Type,Housing Construction,Alternate Part Name,Base to Center Height H,Total Length L,Total Width A,Bolt Hole Spacing J,Bolt Hole Width N,Bolt Hole Length N1,Foot Height H1,Total Height H2,Dimension d1,Dimension B1,Dimension S1,Dimension T,Static Load Rating,Dynamic Load Rating,Dimension A1
RAKH1 7/16,1 7/16 in,57.2 mm / 2.252 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 7/16 in,Ball Bearing,G1107KRRB,Shroud Seal,Two-Bolt Pillow Block,RAKH1 7/16,53.98 mm/2.125 in,203.2 mm/8 in,57.2 mm/2.252 in,144.5 mm/5.689 in,14.3 mm/0.563 in,30.2 mm/1.189 in,19 mm,101.6 mm/4 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,28.6 mm/1.126 in,15300 N/3440 lbf,28500 N/6400 lbf,
RAKHL1 7/16,1 7/16 in,51.6 mm / 2.031 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Expansion,1 7/16 in,Ball Bearing,1107KRS,Shroud Seal,Two-Bolt Pillow Block,RAKHL1 7/16,53.98 mm/2.125 in,201.6 mm/7.937 in,51.6 mm/2.031 in,144.5 mm/5.689 in,14.3 mm/0.563 in,30.2 mm/1.189 in,19 mm,106.4 mm/4.189 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,25.8 mm/1.016 in,15300 N/3440 lbf,28500 N/6400 lbf,
RAO1 7/16,1 7/16 in,54 mm / 2.126 in,18300 N / 4120 lbf,37100 N / 8340 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Medium-Duty,1 7/16 in,Ball Bearing,GN107KRRB,Shroud Seal,Two-Bolt Pillow Block,RAO1 7/16,53.98 mm/2.125 in,192.1 mm/7.563 in,54 mm/2.126 in,152.4 mm/6 in,15.9 mm/0.626 in,19 mm/0.748 in,23.8 mm,104 mm/4.094 in,55.6 mm/2.189 in,51.6 mm/2.031 in,33.3 mm/1.311 in,27 mm/1.063 in,18300 N/4120 lbf,37100 N/8340 lbf,
RSAO1 7/16,1 7/16 in,69.8 mm / 2.748 in,18300 N / 4120 lbf,37100 N / 8340 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Medium-Duty,1 7/16 in,Ball Bearing,GN107KRRB,Shroud Seal,Two-Bolt Pillow Block,RSAO1 7/16,69.85 mm/2.75 in,269.9 mm/10.626 in,69.8 mm/2.748 in,209.6 mm/8.252 in,19 mm/0.748 in,28.6 mm/1.126 in,23.8 mm,122.2 mm/4.811 in,55.6 mm/2.189 in,51.6 mm/2.031 in,33.3 mm/1.311 in,34.9 mm/1.374 in,18300 N/4120 lbf,37100 N/8340 lbf,
LSAO1 7/16,1 7/16 in,69.8 mm / 2.748 in,18300 N / 4120 lbf,37100 N / 8340 lbf,Labyrinth Seal ,Two-Bolt Pillow Block ,,Medium-Duty,1 7/16 in,Ball Bearing,GN107KLLB,Labyrinth Seal,Two-Bolt Pillow Block,LSAO1 7/16,69.85 mm/2.75 in,269.9 mm/10.626 in,69.8 mm/2.748 in,209.6 mm/8.252 in,19 mm/0.748 in,28.6 mm/1.126 in,23.8 mm,122.2 mm/4.811 in,55.6 mm/2.189 in,51.6 mm/2.031 in,33.3 mm/1.311 in,34.9 mm/1.374 in,18300 N/4120 lbf,37100 N/8340 lbf,
RAK1 7/16,1 7/16 in,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 7/16 in,Ball Bearing,G1107KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK1 7/16,46.04 mm/1.813 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,16.7 mm,93.7 mm/3.689 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,23.4 mm/0.921 in,15300 N/3440 lbf,28500 N/6400 lbf,
TAK1 7/16,1 7/16 in,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,1 7/16 in,Ball Bearing,G1107KPPB2,Tri-Ply Seal,Two-Bolt Pillow Block,TAK1 7/16,46.04 mm/1.813 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,16.7 mm,93.7 mm/3.689 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,23.4 mm/0.921 in,15300 N/3440 lbf,28500 N/6400 lbf,
LAK1 7/16,1 7/16 in,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Labyrinth Seal ,Two-Bolt Pillow Block ,,Industrial,1 7/16 in,Ball Bearing,G1107KLLB,Labyrinth Seal,Two-Bolt Pillow Block,LAK1 7/16,46.04 mm/1.813 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,16.7 mm,93.7 mm/3.689 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,23.4 mm/0.921 in,15300 N/3440 lbf,28500 N/6400 lbf,
RAS1 7/16,1 7/16 in,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 7/16 in,Ball Bearing,G1107KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS1 7/16,47.63 mm/1.875 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,18.3 mm,95.3 mm/3.752 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,23.4 mm/0.921 in,15300 N/3440 lbf,28500 N/6400 lbf,
TAS1 7/16,1 7/16 in,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,1 7/16 in,Ball Bearing,G1107KPPB2,Tri-Ply Seal,Two-Bolt Pillow Block,TAS1 7/16,47.63 mm/1.875 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,18.3 mm,95.3 mm/3.752 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,23.4 mm/0.921 in,15300 N/3440 lbf,28500 N/6400 lbf,
LAS1 7/16,1 7/16 in,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Labyrinth Seal ,Two-Bolt Pillow Block ,,Industrial,1 7/16 in,Ball Bearing,G1107KPPB2,Labyrinth Seal,Two-Bolt Pillow Block,LAS1 7/16,47.63 mm/1.875 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,18.3 mm,95.3 mm/3.752 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,23.4 mm/0.921 in,15300 N/3440 lbf,28500 N/6400 lbf,
RSA1 7/16,1 7/16 in,66.7 mm / 2.626 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 7/16 in,Ball Bearing,G1107KRRB,Shroud Seal,Two-Bolt Pillow Block,RSA1 7/16,60.33 mm/2.375 in,209.6 mm/8.252 in,66.7 mm/2.626 in,158.8 mm/6.252 in,19 mm/0.748 in,31.8 mm/1.252 in,22.2 mm,111.1 mm/4.374 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,33.4 mm/1.315 in,15300 N/3440 lbf,28500 N/6400 lbf,
LSA1 7/16,1 7/16 in,66.7 mm / 2.626 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 7/16 in,Ball Bearing,G1107KRRB,Shroud Seal,Two-Bolt Pillow Block,LSA1 7/16,60.33 mm/2.375 in,209.6 mm/8.252 in,66.7 mm/2.626 in,158.8 mm/6.252 in,19 mm/0.748 in,31.8 mm/1.252 in,22.2 mm,111.1 mm/4.374 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,33.4 mm/1.315 in,15300 N/3440 lbf,28500 N/6400 lbf,
RAK1 7/16 NT,1 7/16 in,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 7/16 in,Ball Bearing,G1107KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAK1 7/16 NT,46.04 mm/1.813 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,16.7 mm,93.7 mm/3.689 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,23.4 mm/0.921 in,15300 N/3440 lbf,28500 N/6400 lbf,
RAK1 7/16 PT,1 7/16 in,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 7/16 in,Ball Bearing,G1107KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAK1 7/16 PT,46.04 mm/1.813 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,16.7 mm,93.7 mm/3.689 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,23.4 mm/0.921 in,15300 N/3440 lbf,28500 N/6400 lbf,
RAS1 7/16 FS303,1 7/16 in,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 7/16 in,Ball Bearing,G1107KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS1 7/16 FS303,47.63 mm/1.875 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,18.3 mm,95.3 mm/3.752 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,23.4 mm/0.921 in,15300 N/3440 lbf,28500 N/6400 lbf,
RAS1 7/16 NT,1 7/16 in,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 7/16 in,Ball Bearing,G1107KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAS1 7/16 NT,47.63 mm/1.875 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,18.3 mm,95.3 mm/3.752 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,23.4 mm/0.921 in,15300 N/3440 lbf,28500 N/6400 lbf,
RAS1 7/16 PT,1 7/16 in,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 7/16 in,Ball Bearing,G1107KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAS1 7/16 PT,47.63 mm/1.875 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,18.3 mm,95.3 mm/3.752 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,23.4 mm/0.921 in,15300 N/3440 lbf,28500 N/6400 lbf,
RSAOC1 7/16,1 7/16 in,69.8 mm / 2.748 in,18300 N / 4120 lbf,37100 N / 8340 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Medium-Duty,1 7/16 in,Ball Bearing,GN107KRRB,Shroud Seal,Two-Bolt Pillow Block,RSAOC1 7/16,69.85 mm/2.75 in,269.9 mm/10.626 in,69.8 mm/2.748 in,209.6 mm/8.252 in,19 mm/0.748 in,28.6 mm/1.126 in,23.8 mm,122.2 mm/4.811 in,55.6 mm/2.189 in,51.6 mm/2.031 in,33.3 mm/1.311 in,34.9 mm/1.374 in,18300 N/4120 lbf,37100 N/8340 lbf,
LAO1 7/16,1 7/16 in,54 mm / 2.126 in,18300 N / 4120 lbf,37100 N / 8340 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Medium-Duty,1 7/16 in,Ball Bearing,GN107KLLB,Shroud Seal,Two-Bolt Pillow Block,LAO1 7/16,53.98 mm/2.125 in,192.1 mm/7.563 in,54 mm/2.126 in,152.4 mm/6 in,15.9 mm/0.626 in,19 mm/0.748 in,23.8 mm,104 mm/4.094 in,55.6 mm/2.189 in,51.6 mm/2.031 in,33.3 mm/1.311 in,27 mm/1.063 in,18300 N/4120 lbf,37100 N/8340 lbf,
PBS 1 7/16,1 7/16 in,34.9 mm / 1.375 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Light-Duty,1 7/16 in,Ball Bearing,RA107RRB,Shroud Seal,Two-Bolt Pillow Block,PBS 1 7/16,47.6 mm/1.875 in,165.1 mm/6-1/2 in,34.9 mm/1.375 in,127 mm/5 in,14.3 mm/0.563 in,22.2 mm/0.875 in,3.8 mm/0.149 in,94.5 mm/3.719 in,54 mm/2.126 in,38.9 mm/1.531 in,29.4 mm/1.157 in,,15300 N/3440 lbf,28500 N/6400 lbf,2.64 mm/0.104 in
VAK1 1/2,1 1/2 in,47.6 mm / 1.874 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,1 1/2 in,Ball Bearing,GRA108RRB,Molded Shroud,Two-Bolt Pillow Block,VAK1 1/2,49.21 mm/1.937 in,179.4 mm/7.063 in,47.6 mm/1.874 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19 mm,100 mm/3.937 in,60.3 mm/2.374 in,43.7 mm/1.72 in,32.7 mm/1.287 in,23.8 mm/0.937 in,19800 N/4460 lbf,36200 N/8130 lbf,
VAS1 1/2,1 1/2 in,47.6 mm / 1.874 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,1 1/2 in,Ball Bearing,GRA108RRB,Molded Shroud,Two-Bolt Pillow Block,VAS1 1/2,49.21 mm/1.937 in,179.4 mm/7.063 in,47.6 mm/1.874 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19 mm,100 mm/3.937 in,60.3 mm/2.374 in,43.7 mm/1.72 in,32.7 mm/1.287 in,23.8 mm/0.937 in,19800 N/4460 lbf,36200 N/8130 lbf,
RAKH1 1/2,1 1/2 in,66.7 mm / 2.626 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/2 in,Ball Bearing,G1108KRRB,Shroud Seal,Two-Bolt Pillow Block,RAKH1 1/2,58.74 mm/2.313 in,222.2 mm/8.748 in,66.7 mm/2.626 in,155.6 mm/6.126 in,17.5 mm/0.689 in,31.8 mm/1.252 in,20.6 mm,111.1 mm/4.374 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,33.4 mm/1.315 in,19800 N/4460 lbf,36200 N/8130 lbf,
RAO1 1/2,1 1/2 in,60.3 mm / 2.374 in,26000 N / 5850 lbf,49200 N / 11100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Medium-Duty,1 1/2 in,Ball Bearing,GN108KRRB,Shroud Seal,Two-Bolt Pillow Block,RAO1 1/2,60.33 mm/2.375 in,215.9 mm/8-1/2 in,60.3 mm/2.374 in,171.4 mm/6.748 in,19 mm/0.748 in,25.4 mm/1 in,27 mm,117.5 mm/4.626 in,63.5 mm/2.5 in,57.2 mm/2.252 in,37.4 mm/1.472 in,30.2 mm/1.189 in,26000 N/5850 lbf,49200 N/11100 lbf,
RSAO1 1/2,1 1/2 in,79.4 mm / 3.126 in,26000 N / 5850 lbf,49200 N / 11100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Medium-Duty,1 1/2 in,Ball Bearing,GN108KRRB,Shroud Seal,Two-Bolt Pillow Block,RSAO1 1/2,79.38 mm/3-1/8 in,288.9 mm/11.374 in,79.4 mm/3.126 in,228.6 mm/9 in,19 mm/0.748 in,28.6 mm/1.126 in,27 mm,136.6 mm/5.378 in,63.5 mm/2.5 in,57.2 mm/2.252 in,37.4 mm/1.472 in,39.7 mm/1.563 in,26000 N/5850 lbf,49200 N/11100 lbf,
LSAO1 1/2,1 1/2 in,79.4 mm / 3.126 in,26000 N / 5850 lbf,49200 N / 11100 lbf,Labyrinth Seal ,Two-Bolt Pillow Block ,,Medium-Duty,1 1/2 in,Ball Bearing,GN108KLLB,Labyrinth Seal,Two-Bolt Pillow Block,LSAO1 1/2,79.38 mm/3-1/8 in,288.9 mm/11.374 in,79.4 mm/3.126 in,228.6 mm/9 in,19 mm/0.748 in,28.6 mm/1.126 in,27 mm,136.6 mm/5.378 in,63.5 mm/2.5 in,57.2 mm/2.252 in,37.4 mm/1.472 in,39.7 mm/1.563 in,26000 N/5850 lbf,49200 N/11100 lbf,
RAK1 1/2,1 1/2 in,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/2 in,Ball Bearing,G1108KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK1 1/2,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
TAK1 1/2,1 1/2 in,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/2 in,Ball Bearing,G1108KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAK1 1/2,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
LAK1 1/2,1 1/2 in,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Labyrinth Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/2 in,Ball Bearing,G1108KLLB,Labyrinth Seal,Two-Bolt Pillow Block,LAK1 1/2,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
RAS1 1/2,1 1/2 in,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/2 in,Ball Bearing,G1108KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS1 1/2,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
TAS1 1/2,1 1/2 in,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/2 in,Ball Bearing,G1108KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAS1 1/2,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
RSA1 1/2,1 1/2 in,60.3 mm / 2.374 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/2 in,Ball Bearing,G1108KRRB,Shroud Seal,Two-Bolt Pillow Block,RSA1 1/2,60.33 mm/2.375 in,209.6 mm/8.252 in,60.3 mm/2.374 in,168.3 mm/6.626 in,19 mm/0.748 in,22.2 mm/0.874 in,19 mm,111.1 mm/4.374 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,30.2 mm/1.189 in,19800 N/4460 lbf,36200 N/8130 lbf,
LAS1 1/2,1 1/2 in,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/2 in,Ball Bearing,G1108KRRB,Shroud Seal,Two-Bolt Pillow Block,LAS1 1/2,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
RAK1 1/2 FS914,1 1/2 in,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/2 in,Ball Bearing,G1108KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK1 1/2 FS914,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
RAK1 1/2 NT,1 1/2 in,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/2 in,Ball Bearing,G1108KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAK1 1/2 NT,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
RAK1 1/2 PT,1 1/2 in,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/2 in,Ball Bearing,G1108KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAK1 1/2 PT,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
RAS1 1/2 NT,1 1/2 in,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/2 in,Ball Bearing,G1108KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAS1 1/2 NT,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
RAS1 1/2 PT,1 1/2 in,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/2 in,Ball Bearing,G1108KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAS1 1/2 PT,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
LAO1 1/2,1 1/2 in,60.3 mm / 2.374 in,26000 N / 5850 lbf,49200 N / 11100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Medium-Duty,1 1/2 in,Ball Bearing,GN108KLLB,Shroud Seal,Two-Bolt Pillow Block,LAO1 1/2,60.33 mm/2.375 in,215.9 mm/8-1/2 in,60.3 mm/2.374 in,171.4 mm/6.748 in,19 mm/0.748 in,25.4 mm/1 in,27 mm,117.5 mm/4.626 in,63.5 mm/2.5 in,57.2 mm/2.252 in,37.4 mm/1.472 in,30.2 mm/1.189 in,26000 N/5850 lbf,49200 N/11100 lbf,
VAK1 9/16,1 9/16 in,47.6 mm / 1.874 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,1 9/16 in,Ball Bearing,GRA109RRB,Molded Shroud,Two-Bolt Pillow Block,VAK1 9/16,49.21 mm/1.937 in,179.4 mm/7.063 in,47.6 mm/1.874 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19 mm,100 mm/3.937 in,60.3 mm/2.374 in,43.7 mm/1.72 in,32.7 mm/1.287 in,23.8 mm/0.937 in,19800 N/4460 lbf,36200 N/8130 lbf,
RAK1 9/16,1 9/16 in,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 9/16 in,Ball Bearing,G1109KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK1 9/16,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
TAK1 9/16,1 9/16 in,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,1 9/16 in,Ball Bearing,G1109KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAK1 9/16,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
